OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL
l1doqao,acc,708.0,213,6477,14,0.029661016949152543,0.0,0.0,0.15492957746478872,0.03755868544600939,8,0.08570893994018267,11.357142857142858
l1doqao,gyr,384.0,153,5933,14,0.3255208333333333,0.044270833333333336,17.0,0.2222222222222222,0.0,0,0.18587118803916017,3.642857142857143
l1doqao,swp,29.0,6,1742,14,0.20689655172413793,0.0,0.0,0.8333333333333334,0.16666666666666666,1,0.14086460036023934,3.4285714285714284
l1doqao,tap,881.0,382,12326,14,0.5732122587968218,0.1362088535754824,120.0,0.5392670157068062,0.0549738219895288,21,0.3658973060595276,22.5
l1doqao,all,,754,26478,14,,,,0.3687002652519894,0.03050397877984085,23,0.25610340570920936,10.571428571428571
ftk8v41,acc,424.0,176,6798,14,0.04716981132075472,0.0,0.0,0.14204545454545456,0.0,0,0.4906094220905032,31.071428571428573
ftk8v41,gyr,424.0,176,5870,14,0.3231132075471698,0.04481132075471698,19.0,0.5625,0.09659090909090909,17,0.4950495543585624,66.42857142857143
ftk8v41,swp,34.0,5,1738,14,0.17647058823529413,0.0,0.0,0.0,0.0,0,0.5709708609931965,32.0
ftk8v41,tap,1367.0,594,11628,14,0.5040234089246525,0.10899780541331383,149.0,0.4158249158249158,0.016835016835016835,10,0.3924091134685774,29.571428571428573
ftk8v41,all,,951,26034,14,,,,0.3901156677181914,0.015772870662460567,15,0.4439089406992186,33.5
r2p4ljs,acc,512.0,220,6666,14,0.05078125,0.001953125,1.0,0.10454545454545454,0.004545454545454545,1,0.8155038776417827,103.35714285714286
r2p4ljs,gyr,512.0,220,5738,14,0.34375,0.044921875,23.0,0.5454545454545454,0.09545454545454546,21,0.35544757590302245,8.5
r2p4ljs,swp,137.0,36,1604,14,0.17518248175182483,0.0072992700729927005,1.0,0.5,0.05555555555555555,2,0.7374311093087743,68.57142857142857
r2p4ljs,tap,1264.0,563,11762,14,0.5387658227848101,0.12579113924050633,159.0,0.48312611012433393,0.04262877442273535,24,0.465851428228307,25.928571428571427
r2p4ljs,all,,1039,25770,14,,,,0.4167468719923003,0.03176130895091434,33,0.5402080786010701,76.71428571428571
vk43uke,acc,673.0,260,6465,14,0.03714710252600297,0.0014858841010401188,1.0,0.08076923076923077,0.0038461538461538464,1,0.3128127075260086,90.14285714285714
vk43uke,gyr,661.0,247,5562,14,0.3146747352496218,0.07413010590015129,49.0,0.3319838056680162,0.06882591093117409,17,0.40600642464296904,9.214285714285714
