OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Window,Overlap
sxvkh3b,acc,553,227,9128,14,0.49909584086799275,0.0018083182640144665,1,0.10572687224669604,0.0,0,0.17512392655767603,22.642857142857142,25,0.0
sxvkh3b,gyr,554,227,8885,14,0.5,0.0018050541516245488,1,0.28634361233480177,0.0,0,0.39512918889414467,93.28571428571429,25,0.0
0o2grk2,acc,565,237,9106,14,0.5026548672566372,0.0017699115044247787,1,0.12658227848101267,0.0,0,0.11126464295820164,68.35714285714286,25,0.0
0o2grk2,gyr,563,236,8867,14,0.5008880994671403,0.003552397868561279,2,0.4152542372881356,0.0,0,0.3510885369233093,80.64285714285714,25,0.0
z8taipm,acc,608,261,9039,14,0.5,0.001644736842105263,1,0.47509578544061304,0.0,0,0.11707753155272757,15.214285714285714,25,0.0
z8taipm,gyr,608,260,8798,14,0.5016447368421053,0.006578947368421052,4,0.5115384615384615,0.0038461538461538464,1,0.3395887105459376,98.64285714285714,25,0.0
3zd4fdk,acc,614,258,9036,14,0.503257328990228,0.011400651465798045,7,0.4263565891472868,0.0,0,0.00740592336372486,4.0,25,0.0
3zd4fdk,gyr,613,259,8794,14,0.5024469820554649,0.004893964110929853,3,0.47876447876447875,0.0,0,0.29336271162499716,35.642857142857146,25,0.0
ha3ev43,acc,206,82,9620,14,0.49514563106796117,0.0,0,0.4268292682926829,0.0,0,0.19325931325182785,86.78571428571429,25,0.0
ha3ev43,gyr,206,82,9378,14,0.5,0.0048543689320388345,1,0.47560975609756095,0.0,0,0.3471441733562304,55.5,25,0.0
b0602fr,acc,617,253,9038,14,0.5024311183144247,0.009724473257698542,6,0.5375494071146245,0.003952569169960474,1,0.3010302008265523,152.64285714285714,25,0.0
b0602fr,gyr,617,254,8795,14,0.49756888168557534,0.0016207455429497568,1,0.42913385826771655,0.0,0,0.48062236660217467,186.0,25,0.0
855whqe,acc,160,65,9683,14,0.5125,0.0,0,0.24615384615384617,0.0,0,0.06562126175501058,6.785714285714286,25,0.0
855whqe,gyr,159,65,9442,14,0.4968553459119497,0.0,0,0.4307692307692308,0.0,0,0.1772376960156243,31.285714285714285,25,0.0
txxrlzc,acc,617,255,9036,14,0.4991896272285251,0.004862236628849271,3,0.3333333333333333,0.00784313725490196,2,0.08528969874276725,14.214285714285714,25,0.0
txxrlzc,gyr,622,252,8792,14,0.5,0.0,0,0.5317460317460317,0.003968253968253968,1,0.25773671441299617,50.142857142857146,25,0.0
v90gnf6,acc,618,260,9030,14,0.49838187702265374,0.009708737864077669,6,0.4846153846153846,0.007692307692307693,2,0.17928871461953683,26.357142857142858,25,0.0
v90gnf6,gyr,618,260,8788,14,0.5,0.0048543689320388345,3,0.47692307692307695,0.0038461538461538464,1,0.32820084142134004,74.42857142857143,25,0.0
yqhebyt,acc,591,226,9091,14,0.5008460236886633,0.01015228426395939,6,0.2168141592920354,0.004424778761061947,1,0.010693880973468033,4.0,25,0.0
yqhebyt,gyr,581,243,8842,14,0.5008605851979346,0.0017211703958691911,1,0.5349794238683128,0.00823045267489712,2,0.11330155255167197,16.571428571428573,25,0.0
ap1oez8,acc,162,65,9681,14,0.49382716049382713,0.006172839506172839,1,0.15384615384615385,0.0,0,0.026578982123031177,4.428571428571429,25,0.0
ap1oez8,gyr,162,65,9439,14,0.5,0.006172839506172839,1,0.6153846153846154,0.0,0,0.3055217120914677,44.57142857142857,25,0.0
r13q05q,acc,582,226,9100,14,0.5,0.02577319587628866,15,0.6150442477876106,0.035398230088495575,8,0.012331223868586375,4.0,25,0.0
r13q05q,gyr,485,196,8985,14,0.49896907216494846,0.008247422680412371,4,0.5867346938775511,0.00510204081632653,1,0.14066840911774933,15.714285714285714,25,0.0
vk43uke,acc,577,238,9093,14,0.49913344887348354,0.02772963604852686,16,0.08823529411764706,0.0,0,0.03876151827184409,4.428571428571429,25,0.0
vk43uke,gyr,499,193,8974,14,0.4969939879759519,0.012024048096192385,6,0.39896373056994816,0.0,0,0.2921565032279333,63.714285714285715,25,0.0
lvwfjft,acc,204,83,9621,14,0.5049019607843137,0.004901960784313725,1,0.3614457831325301,0.0,0,0.08658756918265047,13.142857142857142,25,0.0
lvwfjft,gyr,205,82,9379,14,0.4975609756097561,0.0,0,0.4268292682926829,0.0,0,0.3980587236975772,131.57142857142858,25,0.0
z8c5rtb,acc,352,146,9410,14,0.5,0.002840909090909091,1,0.4863013698630137,0.0,0,0.444543321326578,203.78571428571428,25,0.0
z8c5rtb,gyr,352,148,9166,14,0.5028409090909091,0.0,0,0.5337837837837838,0.013513513513513514,2,0.4293278502444688,142.14285714285714,25,0.0
sxvkh3b,acc,583,242,9689,14,0.49914236706689535,0.005145797598627788,3,0.11983471074380166,0.0,0,0.2135236138959275,21.357142857142858,25,0.1
sxvkh3b,gyr,582,241,9399,14,0.5,0.001718213058419244,1,0.2821576763485477,0.0,0,0.37229162332065996,59.785714285714285,25,0.1
0o2grk2,acc,609,254,9651,14,0.49917898193760263,0.008210180623973728,5,0.14960629921259844,0.0,0,0.11665607127735078,23.571428571428573,25,0.1
0o2grk2,gyr,603,251,9368,14,0.49917081260364843,0.004975124378109453,3,0.41832669322709165,0.0,0,0.3546008674340526,69.07142857142857,25,0.1
z8taipm,acc,638,274,9602,14,0.5,0.0,0,0.5291970802919708,0.0036496350364963502,1,0.12105172433554856,5.0,25,0.1
z8taipm,gyr,639,275,9308,14,0.49921752738654146,0.006259780907668232,4,0.5236363636363637,0.007272727272727273,2,0.36768150198265676,52.0,25,0.1
3zd4fdk,acc,637,266,9611,14,0.5007849293563579,0.012558869701726845,8,0.3533834586466165,0.0037593984962406013,1,0.005756820937715989,4.0,25,0.1
3zd4fdk,gyr,636,266,9320,14,0.5,0.0015723270440251573,1,0.49624060150375937,0.0,0,0.30508937885270176,54.642857142857146,25,0.1
ha3ev43,acc,221,91,10202,14,0.497737556561086,0.0,0,0.38461538461538464,0.0,0,0.19014751435514363,75.85714285714286,25,0.1
ha3ev43,gyr,222,91,9909,14,0.5,0.0,0,0.43956043956043955,0.0,0,0.3453734811803671,44.07142857142857,25,0.1
b0602fr,acc,652,269,9593,14,0.5015337423312883,0.006134969325153374,4,0.5427509293680297,0.007434944237918215,2,0.2954895420200984,154.64285714285714,25,0.1
b0602fr,gyr,649,270,9303,14,0.5007704160246533,0.0015408320493066256,1,0.5111111111111111,0.011111111111111112,3,0.491887089200171,230.5,25,0.1
855whqe,acc,169,68,10277,14,0.4970414201183432,0.005917159763313609,1,0.27941176470588236,0.0,0,0.06806596242505833,4.428571428571429,25,0.1
855whqe,gyr,169,68,9985,14,0.4970414201183432,0.0,0,0.36764705882352944,0.0,0,0.14691213765427408,14.5,25,0.1
txxrlzc,acc,641,266,9607,14,0.500780031201248,0.0046801872074883,3,0.33458646616541354,0.0037593984962406013,1,0.08046904226071072,23.928571428571427,25,0.1
txxrlzc,gyr,645,265,9312,14,0.4992248062015504,0.004651162790697674,3,0.5207547169811321,0.0,0,0.2172484073910305,39.214285714285715,25,0.1
v90gnf6,acc,653,275,9586,14,0.4992343032159265,0.01225114854517611,8,0.49454545454545457,0.014545454545454545,4,0.17911597198157492,44.857142857142854,25,0.1
v90gnf6,gyr,654,274,9294,14,0.5030581039755352,0.0015290519877675841,1,0.44525547445255476,0.0,0,0.31791862841361285,46.07142857142857,25,0.1
yqhebyt,acc,638,245,9631,14,0.49843260188087773,0.0109717868338558,7,0.2163265306122449,0.0,0,0.008437359877492062,4.0,25,0.1
yqhebyt,gyr,627,256,9339,14,0.5023923444976076,0.007974481658692184,5,0.57421875,0.01171875,3,0.12892932154602535,32.285714285714285,25,0.1
