OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Nu,Gamma
3zd4fdk,acc,152,59,4728,14,0.052631579000000005,0.0,0.0,0.491525424,0.169491525,10.0,0.07197898900000001,4.5,0.01,5e-05
3zd4fdk,gyr,148,64,4669,14,0.256756757,0.0067567569999999995,1.0,0.5,0.09375,6.0,0.413797164,12.42857143,0.25,0.0005
3zd4fdk,swp,0,0,0,0,,,,,,,,,0.1,0.0005
3zd4fdk,tap,636,271,19629,14,0.396226415,0.067610063,43.0,0.36162361600000004,0.062730627,17.0,0.7251100540000001,325.07142860000005,0.4,0.5
uui53he,acc,460,194,4285,14,0.006521739,0.0,0.0,0.036082473999999996,0.0,0.0,0.924644177,232.5714286,0.01,5e-05
uui53he,gyr,458,194,4229,14,0.253275109,0.034934498,16.0,0.221649485,0.025773196,5.0,0.6856016559999999,85.07142857,0.25,0.0005
uui53he,swp,0,0,0,0,,,,,,,,,0.1,0.0005
uui53he,tap,1401,599,18536,14,0.377587438,0.033547466,47.0,0.377295492,0.040066778,24.0,0.614705874,104.8571429,0.4,0.5
3pmv9aq,acc,295,126,4518,14,0.010169491999999999,0.0,0.0,0.079365079,0.0,0.0,0.536237802,50.35714286,0.01,5e-05
3pmv9aq,gyr,294,126,4461,14,0.25170068,0.013605441999999999,4.0,0.46031746,0.126984127,16.0,0.6836232640000001,73.85714286,0.25,0.0005
3pmv9aq,swp,0,0,0,0,,,,,,,,,0.1,0.0005
3pmv9aq,tap,1401,599,18536,14,0.40827979999999997,0.054246965999999994,76.0,0.288814691,0.021702838,13.0,0.436522267,12.0,0.4,0.5
1uep0cy,acc,98,39,4802,14,0.051020407999999996,0.0,0.0,0.641025641,0.282051282,11.0,0.0698618,3.285714286,0.01,5e-05
1uep0cy,gyr,98,39,4744,14,0.255102041,0.020408163,2.0,0.307692308,0.051282050999999995,2.0,0.395772816,16.85714286,0.25,0.0005
1uep0cy,swp,0,0,0,0,,,,,,,,,0.1,0.0005
1uep0cy,tap,706,301,19529,14,0.41218130299999994,0.056657224000000006,40.0,0.328903654,0.029900332,9.0,0.455738064,64.35714286,0.4,0.5
677l8bq,acc,395,163,4381,14,0.015189873000000001,0.0,0.0,0.042944785,0.0,0.0,0.732883818,135.78571430000002,0.01,5e-05
677l8bq,gyr,395,164,4322,14,0.24556962,0.025316456,10.0,0.219512195,0.012195122,2.0,0.91984884,222.71428569999998,0.25,0.0005
677l8bq,swp,0,0,0,0,,,,,,,,,0.1,0.0005
677l8bq,tap,1401,599,18536,14,0.376159886,0.039971449,56.0,0.41736227,0.060100167,36.0,0.521351867,19.21428571,0.4,0.5
rfagb10,acc,113,44,4782,14,0.07079646,0.0,0.0,0.272727273,0.06818181799999999,3.0,0.237671618,8.071428571,0.01,5e-05
rfagb10,gyr,112,44,4725,14,0.25,0.017857143,2.0,0.272727273,0.0,0.0,0.768204166,115.92857140000001,0.25,0.0005
rfagb10,swp,0,0,0,0,,,,,,,,,0.1,0.0005
rfagb10,tap,447,190,19899,14,0.39373601799999997,0.024608501,11.0,0.515789474,0.09473684199999999,18.0,0.46716354,47.5,0.4,0.5
7nv0i9p,acc,185,78,4676,14,0.016216216000000002,0.0,0.0,0.012820513,0.0,0.0,0.640177553,59.57142857,0.01,5e-05
7nv0i9p,gyr,184,78,4619,14,0.244565217,0.010869565,2.0,0.243589744,0.012820513,1.0,0.31327193,10.14285714,0.25,0.0005
7nv0i9p,swp,0,0,0,0,,,,,,,,,0.1,0.0005
7nv0i9p,tap,915,391,19230,14,0.42185792299999997,0.053551913,49.0,0.421994885,0.051150895,20.0,0.438249029,23.64285714,0.4,0.5
ioxyr9y,acc,364,153,4422,14,0.010989011000000002,0.0,0.0,0.0,0.0,0.0,0.9383275990000001,242.5714286,0.01,5e-05
ioxyr9y,gyr,365,153,4363,14,0.252054795,0.010958903999999998,4.0,0.111111111,0.0,0.0,0.574411611,48.42857143,0.25,0.0005
ioxyr9y,swp,0,0,0,0,,,,,,,,,0.1,0.0005
