OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Nu,Gamma
pf3v1xv,acc,149,61,4729,14,0.020134228187919462,0.0,0.0,0.08196721311475409,0.0,0.0,0.27874586448149163,15.428571428571427,0.01,0.001
pf3v1xv,gyr,147,61,4673,14,0.047619047619047616,0.0,0.0,0.16393442622950818,0.0,0.0,0.9044812162435992,241.07142857142856,0.01,0.01
pf3v1xv,swp,0,0,0,0,,,,,,,,,0.01,0.01
pf3v1xv,tap,1092,466,18978,14,0.24175824175824176,0.013736263736263736,15.0,0.3540772532188841,0.032188841201716736,15.0,0.6626333803168071,148.35714285714286,0.24,0.01
ipuyiii,acc,216,92,4631,14,0.018518518518518517,0.0,0.0,0.03260869565217391,0.0,0.0,0.26798157048607857,14.071428571428573,0.01,0.001
ipuyiii,gyr,215,92,4574,14,0.03255813953488372,0.0,0.0,0.18478260869565216,0.021739130434782608,2.0,0.7381270474915931,99.5,0.01,0.01
ipuyiii,swp,0,0,0,0,,,,,,,,,0.01,0.01
ipuyiii,tap,1094,467,18975,14,0.24588665447897626,0.003656307129798903,4.0,0.27837259100642403,0.004282655246252678,2.0,0.5696292320468791,139.78571428571428,0.24,0.01
1l967s6,acc,181,78,4680,14,0.016574585635359115,0.0,0.0,0.3717948717948718,0.1282051282051282,10.0,0.17318016520446494,10.714285714285714,0.01,0.001
1l967s6,gyr,182,78,4621,14,0.027472527472527472,0.0,0.0,0.08974358974358974,0.0,0.0,0.42052204880992256,13.642857142857142,0.01,0.01
1l967s6,swp,0,0,0,0,,,,,,,,,0.01,0.01
1l967s6,tap,1266,541,18729,14,0.2282780410742496,0.00315955766192733,4.0,0.27726432532347506,0.009242144177449169,5.0,0.6236453911218708,277.92857142857144,0.24,0.01
uui53he,acc,460,194,4285,14,0.006521739130434782,0.0,0.0,0.041237113402061855,0.0,0.0,0.8918775001721967,216.7142857142857,0.01,0.001
uui53he,gyr,458,194,4229,14,0.019650655021834062,0.0,0.0,0.061855670103092786,0.0,0.0,0.916353569277356,206.85714285714286,0.01,0.01
