OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Window,Overlap
hwx9u0h,acc,141,38,6969,14,0.5035460992907801,0.014184397163120567,2,0.6578947368421053,0.02631578947368421,1,0.07093064346835887,2.5714285714285716,25,0.0
hwx9u0h,gyr,141,38,5823,14,0.49645390070921985,0.014184397163120567,2,0.4473684210526316,0.0,0,0.28503146499408366,6.214285714285714,25,0.0
2cf0s6s,acc,411,163,6574,14,0.49635036496350365,0.031630170316301706,13,0.018404907975460124,0.0,0,0.0021204289765248854,2.0,25,0.0
2cf0s6s,gyr,150,53,5799,14,0.49333333333333335,0.03333333333333333,5,0.2641509433962264,0.0,0,0.0835348209890339,2.642857142857143,25,0.0
cp7kjhx,acc,185,77,6886,14,0.5027027027027027,0.021621621621621623,4,0.5194805194805194,0.03896103896103896,3,0.5952142389936876,213.85714285714286,25,0.0
cp7kjhx,gyr,184,77,5741,14,0.4945652173913043,0.02717391304347826,5,0.5454545454545454,0.03896103896103896,3,0.3820659673409142,41.57142857142857,25,0.0
b1qt6gb,acc,99,40,7009,14,0.5050505050505051,0.020202020202020204,2,0.6,0.075,3,0.08433681693359334,4.214285714285714,25,0.0
b1qt6gb,gyr,99,40,5863,14,0.5050505050505051,0.020202020202020204,2,0.5,0.0,0,0.2398307798272164,22.071428571428573,25,0.0
ftk8v41,acc,592,250,6306,14,0.4983108108108108,0.060810810810810814,36,0.268,0.004,1,0.31862265610838525,66.21428571428571,25,0.0
ftk8v41,gyr,592,250,5160,14,0.5,0.057432432432432436,34,0.356,0.008,2,0.4478404667194944,69.71428571428571,25,0.0
4su8oxl,acc,150,62,6936,14,0.49333333333333335,0.02666666666666667,4,0.0967741935483871,0.0,0,0.014936316025029869,2.0,25,0.0
4su8oxl,gyr,148,61,5793,14,0.5,0.033783783783783786,5,0.39344262295081966,0.03278688524590164,2,0.025799575546642976,3.642857142857143,25,0.0
0z9xv36,acc,185,76,6887,14,0.4972972972972973,0.043243243243243246,8,0.40789473684210525,0.0,0,0.016800574189053657,5.214285714285714,25,0.0
0z9xv36,gyr,184,76,5742,14,0.4945652173913043,0.021739130434782608,4,0.631578947368421,0.11842105263157894,9,0.008331241924711038,2.0,25,0.0
b0602fr,acc,412,181,6555,14,0.5048543689320388,0.04611650485436893,19,0.1878453038674033,0.0055248618784530384,1,0.1101682515343434,2.642857142857143,25,0.0
b0602fr,gyr,412,181,5409,14,0.5048543689320388,0.055825242718446605,23,0.3756906077348066,0.03314917127071823,6,0.3111585376537774,16.142857142857142,25,0.0
l1doqao,acc,563,5,6580,14,0.5008880994671403,0.07460035523978685,42,0.2,0.0,0,0.12216130959925428,4.214285714285714,25,0.0
l1doqao,gyr,198,61,5743,14,0.4898989898989899,0.050505050505050504,10,0.6885245901639344,0.11475409836065574,7,0.21707559670400864,24.928571428571427,25,0.0
36z77qn,acc,204,200,6744,14,0.5049019607843137,0.049019607843137254,10,0.675,0.13,26,0.25106997351833155,17.357142857142858,25,0.0
36z77qn,gyr,158,60,5784,14,0.4936708860759494,0.0379746835443038,6,0.48333333333333334,0.05,3,0.2666290621075898,3.357142857142857,25,0.0
r2p4ljs,acc,160,70,6918,14,0.50625,0.03125,5,0.45714285714285713,0.02857142857142857,2,0.18448933233152315,7.142857142857143,25,0.0
r2p4ljs,gyr,160,70,5772,14,0.5,0.0375,6,0.34285714285714286,0.0,0,0.22555049398007557,20.285714285714285,25,0.0
r13q05q,acc,624,183,6341,14,0.5,0.07371794871794872,46,0.5846994535519126,0.060109289617486336,11,0.10533416150663563,6.642857142857143,25,0.0
r13q05q,gyr,576,243,5183,14,0.4965277777777778,0.04513888888888889,26,0.6008230452674898,0.05761316872427984,14,0.10329085078684232,8.5,25,0.0
vk43uke,acc,573,240,6335,14,0.49912739965095987,0.06108202443280977,35,0.1375,0.004166666666666667,1,0.08905235985858273,3.142857142857143,25,0.0
vk43uke,gyr,591,229,5182,14,0.49746192893401014,0.06091370558375635,36,0.4978165938864629,0.10043668122270742,23,0.5439601289310356,70.64285714285714,25,0.0
sqhkewt,acc,384,77,6687,14,0.5,0.0625,24,0.012987012987012988,0.0,0,0.07042640440431096,2.5714285714285716,25,0.0
sqhkewt,gyr,105,44,5853,14,0.49523809523809526,0.0380952380952381,4,0.4318181818181818,0.022727272727272728,1,0.1501904554358867,5.571428571428571,25,0.0
n0g0zsv,acc,413,390,6345,14,0.5012106537530266,0.03631961259079903,15,0.5538461538461539,0.05128205128205128,20,0.024908840905969766,2.0,25,0.0
n0g0zsv,gyr,591,230,5181,14,0.4957698815566836,0.032148900169204735,19,0.5173913043478261,0.05217391304347826,12,0.05704667948736728,3.2142857142857144,25,0.0
hwx9u0h,acc,155,42,7495,14,0.5032258064516129,0.01935483870967742,3,0.6428571428571429,0.047619047619047616,2,0.06776524369802893,2.9285714285714284,25,0.1
hwx9u0h,gyr,155,42,6254,14,0.5096774193548387,0.025806451612903226,4,0.5,0.023809523809523808,1,0.29589375819853775,8.714285714285714,25,0.1
2cf0s6s,acc,445,175,7072,14,0.49213483146067416,0.04943820224719101,22,0.0,0.0,0,0.002005897771952818,2.0,25,0.1
2cf0s6s,gyr,162,58,6231,14,0.4876543209876543,0.018518518518518517,3,0.3620689655172414,0.0,0,0.08048447727973763,2.0,25,0.1
cp7kjhx,acc,195,80,7417,14,0.5025641025641026,0.015384615384615385,3,0.5,0.025,2,0.6241580062301013,183.5,25,0.1
cp7kjhx,gyr,195,80,6176,14,0.5076923076923077,0.03076923076923077,6,0.7,0.1,8,0.4351818637836275,61.42857142857143,25,0.1
b1qt6gb,acc,105,42,7545,14,0.5142857142857142,0.047619047619047616,5,0.5476190476190477,0.023809523809523808,1,0.10884659882446347,4.142857142857143,25,0.1
b1qt6gb,gyr,105,43,6303,14,0.5047619047619047,0.0,0,0.5813953488372093,0.046511627906976744,2,0.2943336860230568,33.714285714285715,25,0.1
ftk8v41,acc,633,270,6789,14,0.49921011058451814,0.06951026856240126,44,0.2851851851851852,0.018518518518518517,5,0.3630281407795,99.42857142857143,25,0.1
ftk8v41,gyr,631,272,5548,14,0.5023771790808241,0.08557844690966719,54,0.35661764705882354,0.025735294117647058,7,0.4307276680449745,43.57142857142857,25,0.1
4su8oxl,acc,162,65,7465,14,0.49382716049382713,0.012345679012345678,2,0.06153846153846154,0.0,0,0.01734876173741798,2.0,25,0.1
4su8oxl,gyr,160,65,6226,14,0.49375,0.00625,1,0.4461538461538462,0.03076923076923077,2,0.024705629341439935,4.571428571428571,25,0.1
0z9xv36,acc,198,80,7414,14,0.5,0.030303030303030304,6,0.4,0.0,0,0.012607167885898886,4.0,25,0.1
0z9xv36,gyr,198,81,6172,14,0.5050505050505051,0.015151515151515152,3,0.654320987654321,0.1111111111111111,9,0.011760531756286056,2.0,25,0.1
b0602fr,acc,439,187,7066,14,0.4988610478359909,0.04328018223234624,19,0.10695187165775401,0.0,0,0.09606079209179864,2.0,25,0.1
b0602fr,gyr,438,188,5825,14,0.5,0.0410958904109589,18,0.3351063829787234,0.026595744680851064,5,0.2629003005229194,13.785714285714286,25,0.1
l1doqao,acc,610,5,7077,14,0.49836065573770494,0.07868852459016394,48,0.4,0.0,0,0.13796297406235056,8.214285714285714,25,0.1
l1doqao,gyr,213,67,6171,14,0.5023474178403756,0.028169014084507043,6,0.5671641791044776,0.07462686567164178,5,0.22742478464586421,32.57142857142857,25,0.1
36z77qn,acc,219,217,7256,14,0.4931506849315068,0.0547945205479452,12,0.6082949308755761,0.06451612903225806,14,0.25030150109075,11.714285714285714,25,0.1
36z77qn,gyr,172,65,6214,14,0.4941860465116279,0.046511627906976744,8,0.5384615384615384,0.07692307692307693,5,0.28780794022862805,2.7857142857142856,25,0.1
r2p4ljs,acc,172,73,7447,14,0.5,0.011627906976744186,2,0.4246575342465753,0.0684931506849315,5,0.184768905187483,66.5,25,0.1
r2p4ljs,gyr,172,73,6206,14,0.4883720930232558,0.029069767441860465,5,0.3561643835616438,0.0136986301369863,1,0.19149871604478477,13.285714285714286,25,0.1
r13q05q,acc,676,199,6817,14,0.5014792899408284,0.08136094674556213,55,0.5829145728643216,0.04522613065326633,9,0.09611788560311672,5.428571428571429,25,0.1
r13q05q,gyr,623,263,5565,14,0.49919743178170145,0.04333868378812199,27,0.5247148288973384,0.011406844106463879,3,0.1204884848316289,7.857142857142857,25,0.1
vk43uke,acc,621,255,6816,14,0.500805152979066,0.07246376811594203,45,0.13725490196078433,0.011764705882352941,3,0.08589656021395432,2.5714285714285716,25,0.1
vk43uke,gyr,636,247,5568,14,0.49842767295597484,0.05660377358490566,36,0.4939271255060729,0.06882591093117409,17,0.520918134558468,87.92857142857143,25,0.1
sqhkewt,acc,417,83,7192,14,0.5035971223021583,0.05275779376498801,22,0.060240963855421686,0.0,0,0.0831081028752477,3.0,25,0.1
sqhkewt,gyr,112,47,6292,14,0.5089285714285714,0.07142857142857142,8,0.44680851063829785,0.06382978723404255,3,0.18183616615655068,7.857142857142857,25,0.1
n0g0zsv,acc,448,424,6820,14,0.5022321428571429,0.044642857142857144,20,0.5424528301886793,0.049528301886792456,21,0.0218870497940931,2.0,25,0.1
n0g0zsv,gyr,639,249,5563,14,0.5023474178403756,0.028169014084507043,18,0.5020080321285141,0.0321285140562249,8,0.04385222978987643,2.2857142857142856,25,0.1
