OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Nu,Gamma
l1doqao,acc,632,262,7068,14,0.05221519,0.003164557,2,0.091603053,0.003816794,1,0.041285554,8.285714286,0.05,0.0005
l1doqao,gyr,632,262,6897,14,0.050632911,0.003164557,2,0.06870229,0,0,0.719303043,116.5,0.05,0.0005
l1doqao,swp,742,317,10811,14,0.052560647,0.001347709,1,0.028391167,0,0,0.623638941,121,0.05,0.0005
l1doqao,tap,0,0,0,0,,,,,,,,,0.05,0.0005
vo441ru,acc,835,148,6979,14,0.049101796,0.001197605,1,0.013513514,0,0,0.003422478,2,0.05,0.0005
vo441ru,gyr,631,260,6900,14,0.053882726,0,0,0.042307692,0,0,0.032791578,2,0.05,0.0005
vo441ru,swp,310,131,11429,14,0.05483871,0,0,0.34351145,0.076335878,10,0.050797174,4.357142857,0.05,0.0005
vo441ru,tap,0,0,0,0,,,,,,,,,0.05,0.0005
vk43uke,acc,644,273,7045,14,0.051242236,0.004658385,3,0.985347985,0.476190476,130,0.106538186,25.85714286,0.05,0.0005
vk43uke,gyr,645,266,6880,14,0.049612403,0.003100775,2,0.116541353,0.011278195,3,0.909143028,205.1428571,0.05,0.0005
vk43uke,swp,405,172,11293,14,0.049382716,0,0,0.238372093,0,0,0.538368721,113.2142857,0.05,0.0005
vk43uke,tap,0,0,0,0,,,,,,,,,0.05,0.0005
68n9ll,acc,262,111,7589,14,0.045801527,0,0,0.036036036,0,0,0.539275421,35.5,0.05,0.0005
68n9ll,gyr,262,111,7418,14,0.057251908,0,0,0.009009009,0,0,0.943444523,339.4285714,0.05,0.0005
68n9ll,swp,411,174,11285,14,0.051094891,0,0,0.057471264,0,0,0.767100667,381.3571429,0.05,0.0005
68n9ll,tap,0,0,0,0,,,,,,,,,0.05,0.0005
z8taipm,acc,206,80,7676,14,0.048543689,0,0,0.175,0,0,0.504774823,46.21428571,0.05,0.0005
z8taipm,gyr,207,80,7504,14,0.048309179,0,0,0.125,0,0,0.879104384,282.6428571,0.05,0.0005
z8taipm,swp,217,91,11562,14,0.050691244,0,0,0.120879121,0,0,0.791788072,524.2857143,0.05,0.0005
