OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Nu,Gamma
l1doqao,acc,708,213,6477,14,0.050847458,0.001412429,1,0.314553991,0.075117371,16,0.089706354,11.35714286,0.05,0.0005
l1doqao,gyr,384,153,5933,14,0.052083333,0,0,0.032679739,0,0,0.697327677,106.6428571,0.05,0.0005
l1doqao,swp,29,6,1742,14,0.068965517,0,0,0,0,0,0.607365217,31.71428571,0.05,0.0005
l1doqao,tap,881,382,12326,14,0.049943246,0,0,0.091623037,0,0,0.852961985,728.5714286,0.05,0.0005
4l9kvp8,acc,118,49,7231,14,0.050847458,0,0,0.163265306,0,0,0.098502045,2.928571429,0.05,0.0005
4l9kvp8,gyr,118,49,6303,14,0.050847458,0,0,0.163265306,0,0,0.693731143,56.5,0.05,0.0005
4l9kvp8,swp,152,6,1619,14,0.046052632,0,0,0,0,0,0.748656497,52.28571429,0.05,0.0005
4l9kvp8,tap,186,138,13265,14,0.129032258,0,0,0.101449275,0,0,0.850850539,540.9285714,0.05,0.0005
vk43uke,acc,673,260,6465,14,0.050520059,0.001485884,1,0.073076923,0.003846154,1,0.29497268,91.5,0.05,0.0005
vk43uke,gyr,661,247,5562,14,0.048411498,0.001512859,1,0.004048583,0,0,0.894145267,232.0714286,0.05,0.0005
vk43uke,swp,336,129,1312,14,0.044642857,0,0,0.085271318,0,0,0.772755454,57.64285714,0.05,0.0005
vk43uke,tap,967,428,12194,14,0.028955533,0,0,0.028037383,0,0,0.863039901,746.5714286,0.05,0.0005
7f0qwx8,acc,165,65,7168,14,0.042424242,0,0,0.092307692,0,0,0.172255814,2.785714286,0.05,0.0005
7f0qwx8,gyr,165,66,6239,14,0.042424242,0,0,0.196969697,0.015151515,1,0.91564096,232.1428571,0.05,0.0005
7f0qwx8,swp,139,37,1601,14,0.057553957,0,0,0,0,0,0.652149351,50.71428571,0.05,0.0005
7f0qwx8,tap,199,107,13283,14,0.045226131,0,0,0.009345794,0,0,0.760940148,197.2857143,0.05,0.0005
r2p4ljs,acc,512,220,6666,14,0.05078125,0.001953125,1,0.15,0.022727273,5,0.852262215,109.6428571,0.05,0.0005
r2p4ljs,gyr,512,220,5738,14,0.046875,0,0,0.109090909,0.004545455,1,0.759601047,74.07142857,0.05,0.0005
r2p4ljs,swp,137,36,1604,14,0.051094891,0,0,0.166666667,0,0,0.949530706,114.5714286,0.05,0.0005
r2p4ljs,tap,1264,563,11762,14,0.762658228,0.28164557,356,0.731793961,0.253996448,143,0.282438416,8.071428571,0.05,0.0005
ftk8v41,acc,424,176,6798,14,0.047169811,0,0,0.153409091,0,0,0.515480342,31.78571429,0.05,0.0005
ftk8v41,gyr,424,176,5870,14,0.049528302,0,0,0.113636364,0,0,0.825459745,185.0714286,0.05,0.0005
ftk8v41,swp,34,5,1738,14,0.117647059,0,0,0,0,0,0.856610733,77.35714286,0.05,0.0005
ftk8v41,tap,1367,594,11628,14,0.057059254,0,0,0.052188552,0,0,0.761249047,439.7142857,0.05,0.0005
b0602fr,acc,530,218,6650,14,0.050943396,0.001886792,1,0.183486239,0.036697248,8,0.560752996,61.71428571,0.05,0.0005
b0602fr,gyr,531,219,5720,14,0.048964218,0,0,0.054794521,0,0,0.895610418,202.5714286,0.05,0.0005
b0602fr,swp,97,32,1648,14,0.06185567,0,0,0.09375,0,0,0.840604477,70.78571429,0.05,0.0005
b0602fr,tap,1304,567,11718,14,0.05291411,0,0,0.065255732,0,0,0.823448069,569.2142857,0.05,0.0005
n0g0zsv,acc,923,54,6421,14,0.049837486,0.007583965,7,0.037037037,0,0,0.000614637,2,0.05,0.0005
n0g0zsv,gyr,648,269,5553,14,0.049382716,0.00308642,2,0.107806691,0.007434944,2,0.101283028,2.285714286,0.05,0.0005
n0g0zsv,swp,60,35,1682,14,0.066666667,0,0,0.257142857,0,0,0.802322575,80.64285714,0.05,0.0005
n0g0zsv,tap,1225,515,11849,14,0.063673469,0,0,0.073786408,0,0,0.858862565,821.2857143,0.05,0.0005
lm8ujtt,acc,235,97,7066,14,0.05106383,0,0,0.649484536,0.268041237,26,0.148284401,9.571428571,0.05,0.0005
lm8ujtt,gyr,234,97,6139,14,0.051282051,0,0,0.092783505,0,0,0.94694139,314.8571429,0.05,0.0005
lm8ujtt,swp,41,13,1723,14,0.073170732,0,0,0.461538462,0.076923077,1,0.74100672,87.64285714,0.05,0.0005
lm8ujtt,tap,581,252,12756,14,0.065404475,0,0,0.055555556,0,0,0.970941454,888.2142857,0.05,0.0005
06mdn3c,acc,111,46,7241,14,0.063063063,0,0,0.217391304,0,0,0.106832956,11.14285714,0.05,0.0005
06mdn3c,gyr,112,46,6312,14,0.0625,0,0,0.173913043,0,0,0.705164784,67.42857143,0.05,0.0005
06mdn3c,swp,137,8,1632,14,0.051094891,0,0,0,0,0,0.880185819,80.5,0.05,0.0005
06mdn3c,tap,152,115,13322,14,0.046052632,0,0,0.208695652,0,0,0.866799377,570.2857143,0.05,0.0005
cp7kjhx,acc,128,49,7221,14,0.0625,0,0,0.020408163,0,0,0.83754152,138.2857143,0.05,0.0005
cp7kjhx,gyr,128,49,6293,14,0.0390625,0,0,0.12244898,0,0,0.865904668,169.7857143,0.05,0.0005
cp7kjhx,swp,35,37,1705,14,0.028571429,0,0,0.459459459,0.054054054,2,0.67274528,41.42857143,0.05,0.0005
cp7kjhx,tap,357,129,13103,14,0.047619048,0,0,0.139534884,0,0,0.846570619,544.1428571,0.05,0.0005
wksm8wt,acc,90,39,7269,14,0.044444444,0,0,0.282051282,0,0,0.419918834,37.85714286,0.05,0.0005
wksm8wt,gyr,92,36,6342,14,0.054347826,0,0,0.388888889,0.111111111,4,0.791146188,132,0.05,0.0005
wksm8wt,swp,20,21,1736,14,0.3,0,0,0.476190476,0.142857143,3,0.358192343,4.5,0.05,0.0005
wksm8wt,tap,262,98,13229,14,0.061068702,0,0,0.091836735,0,0,0.945941053,831.7142857,0.05,0.0005
b8g4bl5,acc,126,51,7221,14,0.047619048,0,0,0.137254902,0,0,0.317701712,24.07142857,0.05,0.0005
b8g4bl5,gyr,126,51,6293,14,0.055555556,0,0,0.058823529,0,0,0.534317081,59,0.05,0.0005
b8g4bl5,swp,94,32,1651,14,0.063829787,0,0,0.0625,0,0,0.665371253,46.28571429,0.05,0.0005
b8g4bl5,tap,163,77,13349,14,0.049079755,0,0,0,0,0,0.820582065,678.6428571,0.05,0.0005
pemzvif,acc,102,40,7256,14,0.039215686,0,0,0.975,0.45,18,0,2,0.05,0.0005
pemzvif,gyr,102,40,6328,14,0.049019608,0,0,0,0,0,0,2,0.05,0.0005
pemzvif,swp,23,12,1742,14,0.086956522,0,0,0.416666667,0.083333333,1,0.743051253,61.78571429,0.05,0.0005
pemzvif,tap,233,97,13259,14,0.072961373,0,0,0.041237113,0,0,0.954686192,947.0714286,0.05,0.0005
r13q05q,acc,837,139,6422,14,0.048984468,0.004778973,4,0.107913669,0,0,0.029283242,11,0.05,0.0005
r13q05q,gyr,363,152,5955,14,0.055096419,0,0,0.111842105,0.006578947,1,0.626199893,27.21428571,0.05,0.0005
r13q05q,swp,21,13,1743,14,0.142857143,0,0,0.461538462,0,0,0.557194529,22.92857143,0.05,0.0005
r13q05q,tap,274,112,13203,14,0.080291971,0,0,0.035714286,0,0,0.856131212,818.6428571,0.05,0.0005
l1doqao,acc,708,213,6477,14,0.077683616,0,0,0.230046948,0.042253521,9,0.049632437,6.214285714,0.05,0.038
l1doqao,gyr,384,153,5933,14,0.065104167,0,0,0.052287582,0,0,0.399939412,9.785714286,0.05,0.038
l1doqao,swp,29,6,1742,14,0.137931034,0,0,0.666666667,0,0,0.167810688,2.928571429,0.05,0.038
l1doqao,tap,881,382,12326,14,0.045402951,0,0,0.091623037,0,0,0.862478812,756,0.05,0.038
4l9kvp8,acc,118,49,7231,14,0.177966102,0,0,0.816326531,0.326530612,16,0.000670105,2,0.05,0.038
4l9kvp8,gyr,118,49,6303,14,0.118644068,0,0,0.387755102,0.06122449,3,0.453984318,9.214285714,0.05,0.038
4l9kvp8,swp,152,6,1619,14,0.059210526,0,0,0.166666667,0,0,0.655999688,35.57142857,0.05,0.038
