OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL
677l8bq,acc,395,163,4381,14,0.14177215189873418,0.007594936708860759,3.0,0.22699386503067484,0.018404907975460124,3.0,0.315606469074753,18.142857142857142
677l8bq,gyr,395,164,4322,14,0.3949367088607595,0.06835443037974684,27.0,0.43902439024390244,0.07926829268292683,13.0,0.8011938758683331,119.57142857142857
677l8bq,swp,0,0,0,0,,,,,,,,
677l8bq,tap,1401,599,18536,14,0.5324768022840828,0.11277658815132048,158.0,0.5843071786310517,0.14858096828046743,89.0,0.33318736247662584,7.071428571428571
677l8bq,all,2191,926,27239,14,0.43724326791419443,0.0807850296668188,177.0,0.4956803455723542,0.10907127429805616,101.0,0.41517169478638116,6.785714285714286
3zd4fdk,acc,152,59,4728,14,0.13815789473684212,0.006578947368421052,1.0,0.5932203389830508,0.2033898305084746,12.0,0.0035316345894606626,2.0
3zd4fdk,gyr,148,64,4669,14,0.3783783783783784,0.04054054054054054,6.0,0.703125,0.21875,14.0,0.17440378451953337,3.642857142857143
3zd4fdk,swp,0,0,0,0,,,,,,,,
3zd4fdk,tap,636,271,19629,14,0.5235849056603774,0.13364779874213836,85.0,0.4612546125461255,0.0996309963099631,27.0,0.6022599911700345,121.78571428571429
3zd4fdk,all,936,394,29026,14,0.43803418803418803,0.0876068376068376,82.0,0.5203045685279187,0.13451776649746192,53.0,0.44270579831685,20.642857142857142
gy48qmy,acc,96,41,4802,14,0.13541666666666666,0.0,0.0,0.4634146341463415,0.07317073170731707,3.0,0.0801677082988778,2.7142857142857144
gy48qmy,gyr,96,41,4744,14,0.3958333333333333,0.0625,6.0,0.8780487804878049,0.36585365853658536,15.0,0.13003971586152022,3.7142857142857144
gy48qmy,swp,0,0,0,0,,,,,,,,
gy48qmy,tap,525,223,19788,14,0.5219047619047619,0.10476190476190476,55.0,0.547085201793722,0.11659192825112108,26.0,0.25337010644417196,3.0714285714285716
gy48qmy,all,717,305,29334,14,0.45327754532775455,0.07391910739191074,53.0,0.580327868852459,0.14098360655737704,43.0,0.2057333434847241,3.0714285714285716
3pmv9aq,acc,295,126,4518,14,0.1423728813559322,0.010169491525423728,3.0,0.2698412698412698,0.06349206349206349,8.0,0.2878114118470246,17.0
3pmv9aq,gyr,294,126,4461,14,0.3877551020408163,0.05442176870748299,16.0,0.6111111111111112,0.19047619047619047,24.0,0.4829300200492536,26.571428571428573
3pmv9aq,swp,0,0,0,0,,,,,,,,
3pmv9aq,tap,1401,599,18536,14,0.5239114917915775,0.10706638115631692,150.0,0.41569282136894825,0.06343906510851419,38.0,0.3006585159419032,4.785714285714286
3pmv9aq,all,1990,851,27515,14,0.4472361809045226,0.0763819095477387,152.0,0.42303172737955347,0.07520564042303172,64.0,0.3272619547252636,4.571428571428571
ioxyr9y,acc,364,153,4422,14,0.14285714285714285,0.005494505494505495,2.0,0.06535947712418301,0.0,0.0,0.5842858429929052,48.714285714285715
ioxyr9y,gyr,365,153,4363,14,0.39452054794520547,0.06027397260273973,22.0,0.23529411764705882,0.0,0.0,0.3856955112752516,20.357142857142858
ioxyr9y,swp,0,0,0,0,,,,,,,,
ioxyr9y,tap,1401,599,18536,14,0.523197715917202,0.11206281227694503,157.0,0.6227045075125208,0.17863105175292154,107.0,0.5676085131090595,97.07142857142857
ioxyr9y,all,2130,905,27321,14,0.43615023474178405,0.07652582159624413,163.0,0.46298342541436466,0.11712707182320442,106.0,0.540314009083222,27.357142857142858
6jtbpdh,acc,410,169,4360,14,0.14634146341463414,0.024390243902439025,10.0,0.3254437869822485,0.10059171597633136,17.0,0.3523952932630854,37.0
6jtbpdh,gyr,409,169,4303,14,0.39119804400978,0.061124694376528114,25.0,0.650887573964497,0.20118343195266272,34.0,0.29803566681871024,8.214285714285714
6jtbpdh,swp,0,0,0,0,,,,,,,,
6jtbpdh,tap,1401,599,18536,14,0.5174875089221984,0.09421841541755889,132.0,0.5509181969949917,0.12020033388981637,72.0,0.38179756513274915,11.5
6jtbpdh,all,2220,937,27199,14,0.42567567567567566,0.06621621621621622,147.0,0.528281750266809,0.12273212379935966,115.0,0.3628263345467553,13.928571428571429
1uep0cy,acc,98,39,4802,14,0.1326530612244898,0.0,0.0,0.9230769230769231,0.41025641025641024,16.0,0.029277224663226593,2.5
1uep0cy,gyr,98,39,4744,14,0.40816326530612246,0.030612244897959183,3.0,0.5384615384615384,0.1282051282051282,5.0,0.2129332334967309,6.857142857142857
1uep0cy,swp,0,0,0,0,,,,,,,,
1uep0cy,tap,706,301,19529,14,0.5311614730878187,0.12039660056657224,85.0,0.43521594684385384,0.0664451827242525,20.0,0.3540381557781749,10.642857142857142
1uep0cy,all,902,379,29075,14,0.4745011086474501,0.09090909090909091,82.0,0.49604221635883905,0.10026385224274406,38.0,0.2801825140463314,8.857142857142858
uui53he,acc,460,194,4285,14,0.1391304347826087,0.008695652173913044,4.0,0.17525773195876287,0.010309278350515464,2.0,0.440874804139827,17.142857142857142
uui53he,gyr,458,194,4229,14,0.3930131004366812,0.05895196506550218,27.0,0.36082474226804123,0.05154639175257732,10.0,0.49052260236734885,16.214285714285715
uui53he,swp,0,0,0,0,,,,,,,,
uui53he,tap,1401,599,18536,14,0.5182012847965739,0.10278372591006424,144.0,0.5141903171953256,0.10350584307178631,62.0,0.5283580063304454,55.07142857142857
