OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,NumOfAcceptS,NumOfAcceptG,num_of_clf_that_decide
3zd4fdk,acc,152.0,59,4728,14,0.21052631578947367,0.006578947368421052,1.0,0.559322033898305,0.15254237288135594,9.0,0.005564039386501164,3.2857142857142856,3.2857142857142856,0.0,1
3zd4fdk,gyr,148.0,64,4669,14,0.22972972972972974,0.006756756756756757,1.0,0.53125,0.0625,4.0,0.3914595640327829,13.642857142857142,13.642857142857142,0.0,1
3zd4fdk,swp,0.0,0,0,0,,,,,,,,,,,1
3zd4fdk,tap,636.0,271,19629,14,0.6194968553459119,0.13836477987421383,88.0,0.5977859778597786,0.04797047970479705,13.0,0.3487977163977618,96.5,0.0,96.5,1
3zd4fdk,all,,394,29026,14,,,,0.5812182741116751,0.06091370558375635,24.0,0.3030770218591611,22.714285714285715,1.5,21.214285714285715,1
6jtbpdh,acc,410.0,169,4360,14,0.1048780487804878,0.0024390243902439024,1.0,0.25443786982248523,0.0650887573964497,11.0,0.5825289008419852,69.57142857142857,69.57142857142857,0.0,1
6jtbpdh,gyr,409.0,169,4303,14,0.21515892420537897,0.017114914425427872,7.0,0.47337278106508873,0.07692307692307693,13.0,0.4854927017988895,31.214285714285715,31.214285714285715,0.0,1
6jtbpdh,swp,0.0,0,0,0,,,,,,,,,,,1
6jtbpdh,tap,1401.0,599,18536,14,0.6438258386866524,0.1777301927194861,249.0,0.66110183639399,0.07846410684474124,47.0,0.31718967197393333,21.714285714285715,0.0,21.714285714285715,1
6jtbpdh,all,,937,27199,14,,,,0.5538954108858057,0.07897545357524013,74.0,0.38464522308527815,16.214285714285715,2.5714285714285716,13.642857142857142,1
7nv0i9p,acc,185.0,78,4676,14,0.2,0.010810810810810811,2.0,0.20512820512820512,0.0,0.0,0.24881351869634502,13.857142857142858,13.857142857142858,0.0,1
7nv0i9p,gyr,184.0,78,4619,14,0.391304347826087,0.043478260869565216,8.0,0.48717948717948717,0.0641025641025641,5.0,0.22538632261033095,8.5,8.5,0.0,1
7nv0i9p,swp,0.0,0,0,0,,,,,,,,,,,1
7nv0i9p,tap,915.0,391,19230,14,0.6612021857923497,0.1825136612021858,167.0,0.6751918158567775,0.0741687979539642,29.0,0.22508691056101102,12.071428571428571,0.0,12.071428571428571,1
7nv0i9p,all,,547,28525,14,,,,0.5813528336380256,0.054844606946983544,30.0,0.2298845056841541,10.285714285714286,0.7857142857142857,9.5,1
1l967s6,acc,181.0,78,4680,14,0.9502762430939227,0.425414364640884,77.0,0.9743589743589743,0.02564102564102564,2.0,0.002107752096882059,34.142857142857146,34.142857142857146,0.0,1
1l967s6,gyr,182.0,78,4621,14,0.35714285714285715,0.038461538461538464,7.0,0.32051282051282054,0.02564102564102564,2.0,0.19510354124486212,8.785714285714286,8.785714285714286,0.0,1
1l967s6,swp,0.0,0,0,0,,,,,,,,,,,1
1l967s6,tap,1266.0,541,18729,14,0.6113744075829384,0.1943127962085308,246.0,0.6654343807763401,0.09796672828096119,53.0,0.18338740945124882,6.428571428571429,0.0,6.428571428571429,1
1l967s6,all,,697,28030,14,,,,0.6614060258249641,0.07890961262553801,55.0,0.15963043021011872,6.428571428571429,0.14285714285714285,6.285714285714286,1
ipuyiii,acc,216.0,92,4631,14,0.06481481481481481,0.0,0.0,0.05434782608695652,0.0,0.0,0.15613875719585632,12.785714285714286,12.785714285714286,0.0,1
ipuyiii,gyr,215.0,92,4574,14,0.3627906976744186,0.05581395348837209,12.0,0.45652173913043476,0.06521739130434782,6.0,0.28639645635626865,9.5,9.5,0.0,1
ipuyiii,swp,0.0,0,0,0,,,,,,,,,,,1
ipuyiii,tap,1094.0,467,18975,14,0.643510054844607,0.2093235831809872,229.0,0.683083511777302,0.09635974304068523,45.0,0.2565683632552448,12.714285714285714,0.0,12.714285714285714,1
ipuyiii,all,,651,28180,14,,,,0.5622119815668203,0.05683563748079877,37.0,0.24671658584160694,9.642857142857142,0.6428571428571429,9.0,1
3pmv9aq,acc,295.0,126,4518,14,0.061016949152542375,0.0,0.0,0.11904761904761904,0.0,0.0,0.4529122156993637,51.714285714285715,51.714285714285715,0.0,1
3pmv9aq,gyr,294.0,126,4461,14,0.3299319727891156,0.034013605442176874,10.0,0.5555555555555556,0.10317460317460317,13.0,0.5377001725549823,68.64285714285714,68.64285714285714,0.0,1
3pmv9aq,swp,0.0,0,0,0,,,,,,,,,,,1
3pmv9aq,tap,1401.0,599,18536,14,0.643112062812277,0.198429693076374,278.0,0.5125208681135225,0.04674457429048414,28.0,0.22067463967026185,8.5,0.0,8.5,1
3pmv9aq,all,,851,27515,14,,,,0.4606345475910693,0.04230317273795535,36.0,0.3185546280172839,8.642857142857142,0.14285714285714285,8.5,1
pf3v1xv,acc,149.0,61,4729,14,0.3221476510067114,0.03355704697986577,5.0,0.5573770491803278,0.04918032786885246,3.0,0.10600342456255447,22.071428571428573,22.071428571428573,0.0,1
pf3v1xv,gyr,147.0,61,4673,14,0.36054421768707484,0.04081632653061224,6.0,0.639344262295082,0.14754098360655737,9.0,0.4239064007252103,40.642857142857146,40.642857142857146,0.0,1
pf3v1xv,swp,0.0,0,0,0,,,,,,,,,,,1
pf3v1xv,tap,1092.0,466,18978,14,0.6034798534798534,0.19505494505494506,213.0,0.6781115879828327,0.1072961373390558,50.0,0.24035585821982225,7.142857142857143,0.0,7.142857142857143,1
pf3v1xv,all,,588,28380,14,,,,0.6615646258503401,0.1054421768707483,62.0,0.24987673332480037,7.214285714285714,0.14285714285714285,7.071428571428571,1
gy48qmy,acc,96.0,41,4802,14,0.5208333333333334,0.07291666666666667,7.0,0.8780487804878049,0.1951219512195122,8.0,0.02385449316842126,4.357142857142857,4.357142857142857,0.0,1
gy48qmy,gyr,96.0,41,4744,14,0.4270833333333333,0.08333333333333333,8.0,0.8536585365853658,0.1951219512195122,8.0,0.15439324577172425,8.0,8.0,0.0,1
gy48qmy,swp,0.0,0,0,0,,,,,,,,,,,1
