OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Window,Overlap
855whqe,acc,161,65,9730,14,0.4968944099378882,0.006211180124223602,1,0.7538461538461538,0.03076923076923077,2,0.042464932006617315,4.428571428571429,25,0.0
855whqe,gyr,160,66,9486,14,0.5,0.0,0,0.5303030303030303,0.0,0,0.15322104997805042,13.714285714285714,25,0.0
855whqe,all,321,131,19216,14,0.4984423676012461,0.003115264797507788,1,0.6412213740458015,0.0,0,0.0970752600221777,7.071428571428571,25,0.0
b0602fr,acc,611,261,9084,14,0.5008183306055647,0.0032733224222585926,2,0.5478927203065134,0.0,0,0.2853372510789982,108.64285714285714,25,0.0
b0602fr,gyr,612,263,8837,14,0.49836601307189543,0.004901960784313725,3,0.5513307984790875,0.0038022813688212928,1,0.48807917415677354,218.92857142857142,25,0.0
b0602fr,all,1223,524,17921,14,0.49959116925592806,0.006541291905151268,8,0.549618320610687,0.003816793893129771,2,0.3837536510839175,150.64285714285714,25,0.0
yqhebyt,acc,592,227,9137,14,0.5,0.04054054054054054,24,0.7665198237885462,0.14977973568281938,34,0.008998593310367994,4.0,25,0.0
yqhebyt,gyr,581,243,8888,14,0.5025817555938038,0.01549053356282272,9,0.4279835390946502,0.00823045267489712,2,0.07647253007918198,5.785714285714286,25,0.0
yqhebyt,all,1173,470,18025,14,0.5012787723785166,0.02216538789428815,26,0.5914893617021276,0.04042553191489362,19,0.04152700314927303,5.5,25,0.0
z8c5rtb,acc,353,147,9456,14,0.49575070821529743,0.0056657223796034,2,0.5306122448979592,0.013605442176870748,2,0.3600229309148996,197.92857142857142,25,0.0
z8c5rtb,gyr,353,149,9210,14,0.49575070821529743,0.0028328611898017,1,0.4563758389261745,0.0,0,0.36877066981897777,101.28571428571429,25,0.0
z8c5rtb,all,706,296,18666,14,0.49575070821529743,0.0028328611898017,2,0.49324324324324326,0.0,0,0.3628057419775646,111.71428571428571,25,0.0
lvwfjft,acc,205,83,9668,14,0.4975609756097561,0.014634146341463415,3,0.6746987951807228,0.0963855421686747,8,0.08417779830452275,11.357142857142858,25,0.0
lvwfjft,gyr,205,82,9425,14,0.4975609756097561,0.00975609756097561,2,0.5487804878048781,0.036585365853658534,3,0.3620133407935714,108.14285714285714,25,0.0
lvwfjft,all,410,165,19093,14,0.4975609756097561,0.01707317073170732,7,0.6121212121212121,0.06666666666666667,11,0.22048021575243545,29.928571428571427,25,0.0
ha3ev43,acc,208,82,9666,14,0.5048076923076923,0.02403846153846154,5,0.5853658536585366,0.04878048780487805,4,0.15896678250906698,39.0,25,0.0
