User,Timestamp,Screen,Mean,STD,Max,Min,Range,Percentile25,Percentile50,Percentile75,Kurtosis,Skewness,Entropy,Amplitude1,Amplitude2,Frequency2,MeanFrequency
x5u2pu3,,,0.22567002624693913,0.2234689812006491,1.162343833178741,0.013140572165536414,1.1492032610132046,0.06765156954094889,0.12097315915173282,0.33754955148336074,1.9927619773168423,1.5294405755911968,7.043067612618601,45.134005249387826,18.528455934030088,0.005,-0.002500000000000018
x5u2pu3,,,0.18268764931670148,0.18980439092510132,0.8969779962139734,0.013140572165536414,0.883837424048437,0.05811597001437675,0.0870651100230136,0.25445195588504843,1.8931733924034129,1.6266792233359217,7.013095348810771,36.537529863340296,16.005893789109,0.005,-0.002500000000000018
x5u2pu3,,,0.16333730795218515,0.18582831698048316,0.8969779962139734,0.013126235362084768,0.8838517608518887,0.05140565221731781,0.07387953613751722,0.1966992448739041,2.7835536597187778,1.8728578331714736,6.935758639865008,32.66746159043703,14.127223004901,0.005,-0.002500000000000018
x5u2pu3,,,0.13387226446192682,0.16079902715460234,0.8969779962139734,0.013126235362084768,0.8838517608518887,0.05040373275310191,0.06944952977750173,0.12311785966616356,5.827644363937447,2.432324219450709,6.9339896920531405,26.77445289238537,9.397699718272161,0.005,-0.002500000000000018
x5u2pu3,,,0.09392887297029763,0.10495868941095002,0.8969779962139734,0.013126235362084768,0.8838517608518887,0.04830393360882982,0.06499071230686096,0.09136584676059088,20.782425102250222,3.976995828968135,7.106511780087604,18.785774594059525,6.41348810018906,-0.02,-0.002500000000000018
x5u2pu3,,,0.08712273328607738,0.09773804163613975,0.7303468960140512,0.013126235362084768,0.7172206606519664,0.048121573785800544,0.06285962643178458,0.08120393898006312,17.357344420839052,3.895113530427786,7.1179008655131515,17.424546657215476,5.171594587685347,-0.02,-0.002500000000000018
x5u2pu3,,,0.08542339742489716,0.0980998981602305,0.7303468960140512,0.013126235362084768,0.7172206606519664,0.04404599334181497,0.060517704904695956,0.0776244332526248,17.330112430540197,3.898737785406893,7.097503460637283,17.084679484979432,5.4222859162721395,-0.02,-0.002500000000000018
x5u2pu3,,,0.08736389453556903,0.09155319877958876,0.7303468960140512,0.013126235362084768,0.7172206606519664,0.04558776265772957,0.06325474768342174,0.08259894822436484,17.294935121109074,3.6774670775809604,7.148759109896537,17.472778907113806,4.884076997366409,0.02,-0.002500000000000018
x5u2pu3,,,0.08473729045405895,0.08974094395257234,0.7303468960140512,0.013126235362084768,0.7172206606519664,0.043633676441019224,0.0625494177558052,0.0808912101356451,19.285609607576447,3.917077822703544,7.15518248161592,16.94745809081179,4.376237580994899,-0.02,-0.002500000000000018
x5u2pu3,,,0.08385467112254882,0.09006829903446166,0.7303468960140512,0.0052146635712536655,0.7251322324427976,0.04305539466777856,0.06091255084838254,0.07889491941304372,19.120418001249803,3.898029836692552,7.140360822827365,16.77093422450977,4.617642081069684,0.02,-0.002500000000000018
x5u2pu3,,,0.07953967226783991,0.08593836185444324,0.7303468960140512,0.0052146635712536655,0.7251322324427976,0.04339690290514225,0.059183420212489075,0.07405898918604012,23.135491351425124,4.299085715511514,7.15821164587356,15.90793445356798,3.5816038538179518,-0.02,-0.002500000000000018
x5u2pu3,,,0.07839308001292818,0.08654481423795458,0.7303468960140512,0.0052146635712536655,0.7251322324427976,0.04056782245079793,0.05752887436855006,0.07516966955628683,22.643673592494586,4.237226210826749,7.131166129756547,15.678616002585636,3.7111190089135055,-0.02,-0.002500000000000018
x5u2pu3,,,0.07631737173786339,0.08015818304203066,0.7303468960140512,0.0052146635712536655,0.7251322324427976,0.041606955349612396,0.05799259746571836,0.07516966955628683,27.923558042255983,4.565163414943189,7.176796512503697,15.263474347572679,3.0026981862523083,-0.02,-0.002500000000000018
x5u2pu3,,,0.07389539347361451,0.07804863703627316,0.7303468960140512,0.0052146635712536655,0.7251322324427976,0.04069533656949394,0.058045189093110544,0.07405898918604012,31.759989588382,4.917152888363422,7.186194627583604,14.779078694722902,2.826920928589503,-0.03,-0.002500000000000018
x5u2pu3,,,0.07467074895903811,0.07988513615454437,0.7303468960140512,0.0052146635712536655,0.7251322324427976,0.040513092467273304,0.0565330768519933,0.07428471671840171,28.927675524944647,4.698393365443596,7.170804715955143,14.93414979180762,3.6563549833903286,0.03,-0.002500000000000018
x5u2pu3,,,0.0692889003634554,0.0547392530258609,0.32885898979711925,0.0052146635712536655,0.3236443262258656,0.040513092467273304,0.056466443994614625,0.07428471671840171,7.863500147239895,2.601790298598989,7.305429258223021,13.857780072691082,2.6106493155687205,0.03,-0.002500000000000018
x5u2pu3,,,0.0742273071219754,0.058866962733030145,0.32885898979711925,0.0052146635712536655,0.3236443262258656,0.04176084172661879,0.05702550012379502,0.07838973927991427,5.4068726440231405,2.23103674439225,7.290235227005352,14.845461424395083,2.5207889508273444,0.005,-0.002500000000000018
x5u2pu3,,,0.0662831872124074,0.05071850705207043,0.32885898979711925,0.0052146635712536655,0.3236443262258656,0.0386038261666651,0.055803536443531976,0.07510885412287135,9.547878347656315,2.693221812218698,7.319157035769491,13.25663744248148,1.6774487127278856,-0.065,-0.002500000000000018
x5u2pu3,,,0.07039475389372109,0.05596908221417065,0.32885898979711925,0.0038703678799397673,0.3249886219171795,0.039271414756494906,0.056466443994614625,0.08078737519818618,7.353191598020096,2.419175775749196,7.285482553073112,14.078950778744218,1.8399545874114767,-0.065,-0.002500000000000018
x5u2pu3,,,0.07138445610359757,0.056770253326078615,0.32885898979711925,0.0038703678799397673,0.3249886219171795,0.037467894388329905,0.05702550012379502,0.08636906949308538,6.64218298004921,2.27262041340817,7.2772960348043885,14.276891220719516,1.9690776604594813,-0.065,-0.002500000000000018
x5u2pu3,,,0.06861670419445091,0.05598820501759929,0.32885898979711925,0.0038703678799397673,0.3249886219171795,0.033880695259534674,0.05548813989428658,0.08411329012438737,6.423713527825656,2.2316508032582645,7.257951920654974,13.723340838890184,2.0635612129063285,0.02,-0.002500000000000018
x5u2pu3,,,0.07085481504846369,0.05648368060575632,0.32885898979711925,0.0038703678799397673,0.3249886219171795,0.03371088637381746,0.05720980967135497,0.08732493958473049,5.828873931886525,2.124837445057669,7.270513211764467,14.170963009692738,2.5043027549581263,-0.02,-0.002500000000000018
x5u2pu3,,,0.07679753297461905,0.06987302354068717,0.5162760502917554,0.0038703678799397673,0.5124056824118156,0.03371088637381746,0.058813873618732485,0.09058909441434085,10.71858539642211,2.7803319400773656,7.200058800343496,15.359506594923808,2.8995600840827516,0.035,-0.002500000000000018
x5u2pu3,,,0.08032237122336955,0.07242398961623892,0.5162760502917554,0.0038703678799397673,0.5124056824118156,0.03484060644590956,0.05909347147582919,0.10208498212609621,9.18822473354019,2.601210328476137,7.199898904136921,16.064474244673907,2.878587467311835,-0.035,-0.002500000000000018
x5u2pu3,,,0.07784113736790782,0.0707077114867765,0.5162760502917554,0.0038703678799397673,0.5124056824118156,0.0345823180187395,0.05796105434171972,0.09592731572020519,10.14779270716922,2.6984527333383546,7.1965541058181755,15.568227473581565,2.6070998364017304,-0.015,-0.002500000000000018
x5u2pu3,,,0.07999054303669646,0.07316752004082282,0.5162760502917554,0.0038703678799397673,0.5124056824118156,0.03479286129041854,0.05836839304475715,0.09592731572020519,8.355647373793223,2.480689410152318,7.1834478358501155,15.998108607339294,3.1581638251957354,-0.035,-0.002500000000000018
x5u2pu3,,,0.07452824600290597,0.07053967598772504,0.5162760502917554,0.0038703678799397673,0.5124056824118156,0.03387317973225402,0.05485388590733957,0.08794244835191362,10.588776815575475,2.807087845835083,7.173033042672602,14.905649200581193,3.1670089042397143,0.035,-0.002500000000000018
x5u2pu3,,,0.0769669345951497,0.0719268909679396,0.5162760502917554,0.0038703678799397673,0.5124056824118156,0.036202607790184,0.05549738079744779,0.08794244835191362,9.373366316650063,2.6497402037895816,7.177919095779852,15.39338691902994,2.62102897410027,-0.035,-0.002500000000000018
x5u2pu3,,,0.07901645298463754,0.07277317064347935,0.5162760502917554,0.007740735759879535,0.5085353145318758,0.03759767437611638,0.05707360304245604,0.08975084553090712,8.989414659494889,2.6123506864754478,7.19030455374847,15.803290596927507,3.359277808677973,-0.055,-0.002500000000000018
x5u2pu3,,,0.0799945063835676,0.07322921928289917,0.5162760502917554,0.007740735759879535,0.5085353145318758,0.04202725374778592,0.05752771683460171,0.08482454547756818,8.668954833781816,2.601026593124371,7.199912925415122,15.998901276713521,3.6858889794522747,0.035,-0.002500000000000018
x5u2pu3,,,0.08264361335258742,0.07366678934343877,0.5162760502917554,0.007740735759879535,0.5085353145318758,0.0432427682623551,0.05787532782855713,0.09058909441434085,8.147277390867044,2.518303766772658,7.216695673419161,16.528722670517485,3.9769352315278574,-0.055,-0.002500000000000018
x5u2pu3,,,0.08452179044044016,0.07381918008611323,0.5162760502917554,0.007740735759879535,0.5085353145318758,0.04544903706618676,0.058934089747604994,0.0948299079002494,7.826573530518161,2.4542239788895523,7.228063880056878,16.90435808808803,4.418595662384545,0.055,-0.002500000000000018
x5u2pu3,,,0.10731210843382825,0.1435954743331886,1.4737509473847217,0.007740735759879535,1.4660102116248421,0.046249701621698266,0.0626004597783616,0.11371551448780026,43.47372743435539,5.578032108989706,6.9675159865853304,21.46242168676565,5.750511550370957,-0.02,-0.002500000000000018
x5u2pu3,,,0.1472664808016385,0.22037966726377653,1.4904665464921845,0.007740735759879535,1.482725810732305,0.047095787184400995,0.067069113527532,0.16913395256843927,18.499702408742785,3.986640529745019,6.75494830018369,29.453296160327703,12.001852220359682,0.005,-0.002500000000000018
x5u2pu3,,,0.17257729735898483,0.2301970510154374,1.4904665464921845,0.007740735759879535,1.482725810732305,0.052099963728048905,0.08459467328689288,0.22708355762097818,14.393272913541058,3.4789546292551217,6.855822665360389,34.51545947179697,15.940576030479633,0.005,-0.002500000000000018
x5u2pu3,,,0.1794692709293107,0.2539122397513651,1.6856315443523968,0.006618312152095454,1.6790132322003013,0.052205691078711286,0.08464814291186983,0.21805612890307546,14.664672635892583,3.5705130647674532,6.791267591895597,35.89385418586214,15.853214711975687,0.005,-0.002500000000000018
x5u2pu3,,,0.21754797123706496,0.2807643990713024,1.6856315443523968,0.006618312152095454,1.6790132322003013,0.05858139775016159,0.11158181906916992,0.24760444528087822,9.102202563390174,2.846209415999616,6.844312217938764,43.509594247412984,15.783356135660778,0.005,-0.002500000000000018
x5u2pu3,,,0.21846084813597375,0.28061009003710063,1.6856315443523968,0.006618312152095454,1.6790132322003013,0.06067750382279878,0.11158181906916992,0.25222361479331257,9.090113810275795,2.8438533754677526,6.85238871405631,43.69216962719475,15.722880784738367,0.005,-0.002500000000000018
x5u2pu3,,,0.24174552826199666,0.2947960088754089,1.6856315443523968,0.006618312152095454,1.6790132322003013,0.0638303721126624,0.13114534038658915,0.27920597127724767,7.025513459392691,2.5314873731367196,6.886928209290136,48.34910565239933,11.864826852801723,0.005,-0.002500000000000018
x5u2pu3,,,0.26895045817704444,0.302079454070837,1.6856315443523968,0.006618312152095454,1.6790132322003013,0.07482052934089949,0.15108517902183194,0.3455123376910195,5.611886152462109,2.2635310846063343,6.958015183678553,53.790091635408885,13.07073861837093,-0.02,-0.002500000000000018
x5u2pu3,,,0.26978484897112076,0.3013667720357828,1.6856315443523968,0.006618312152095454,1.6790132322003013,0.0774128367979185,0.14662129976425492,0.3455123376910195,5.663549409069825,2.2764886184302453,6.968765764667438,53.95696979422415,13.164994437200193,-0.02,-0.002500000000000018
x5u2pu3,,,0.2676913824053702,0.3024406715231826,1.6856315443523968,0.006618312152095454,1.6790132322003013,0.07382755048874191,0.14278911351842538,0.3455123376910195,5.607904972483908,2.2673261103051114,6.953512584335542,53.538276481074035,12.871815584743613,-0.02,-0.002500000000000018
x5u2pu3,,,0.25492792314618773,0.28993255974502535,1.6856315443523968,0.006618312152095454,1.6790132322003013,0.06812861730763758,0.1322969273215313,0.3455123376910195,6.015889719594433,2.3010941818323314,6.946157326173569,50.985584629237536,14.693342876297281,-0.02,-0.002500000000000018
x5u2pu3,,,0.21312572527910845,0.25459231710125524,1.6856315443523968,0.006618312152095454,1.6790132322003013,0.06411704161817884,0.10588364942742645,0.26508573978640904,8.30504615822674,2.585468609654582,6.913961812808427,42.62514505582169,10.60965811287759,-0.06,-0.002500000000000018
x5u2pu3,,,0.1886495465960823,0.24942434508567654,1.6856315443523968,0.006618312152095454,1.6790132322003013,0.05655454845518834,0.08836003329937928,0.2019843275167826,9.880776892581942,2.8471893953939467,6.811525653231878,37.72990931921646,13.543966406728492,0.015,-0.002500000000000018
x5u2pu3,,,0.1884967401407746,0.23404602103335487,1.330065706183693,0.01352396304416519,1.3165417431395277,0.055230915206887915,0.08895763720817695,0.21764989602028995,5.68456254528569,2.312930398742725,6.854349601772118,37.69934802815492,13.893086831093184,0.015,-0.002500000000000018
x5u2pu3,,,0.1674313089116649,0.2093441951547682,1.2672031340565693,0.01352396304416519,1.253679171012404,0.05376715981449205,0.08207583137972144,0.1627050274521954,7.6088648233605,2.618925673689719,6.882449933997032,33.48626178233298,12.68042012187061,0.015,-0.002500000000000018
x5u2pu3,,,0.16862080351974562,0.20930473110456754,1.2672031340565693,0.01352396304416519,1.253679171012404,0.055230915206887915,0.0833200857980948,0.1627050274521954,7.559671007348657,2.6088392229495305,6.891349768943557,33.724160703949124,12.400569236202504,0.015,-0.002500000000000018
x5u2pu3,,,0.13914121987774666,0.18013243938251775,1.1250970329231935,0.01352396304416519,1.1115730698790283,0.0486531753127709,0.07426098973740339,0.12094787951808456,9.619811493010966,2.9258422637516315,6.877442742228105,27.828243975549334,11.431437378427457,-0.015,-0.002500000000000018
x5u2pu3,,,0.11767885261161994,0.14889106434519905,1.1250970329231935,0.01352396304416519,1.1115730698790283,0.04832642562953055,0.07142731467350696,0.10558811793777981,14.625858095308256,3.4782502439077776,6.956218979362047,23.535770522323986,7.868808504247957,-0.015,-0.002500000000000018
x5u2pu3,,,0.11522768961135725,0.14896083904848767,1.1250970329231935,0.01352396304416519,1.1115730698790283,0.047922843867581624,0.07004199367777875,0.09646019302873635,14.820777731590958,3.515951331976443,6.936603662476826,23.04553792227145,8.165547784979656,-0.015,-0.002500000000000018
x5u2pu3,,,0.12037346149131073,0.15299074880688882,1.1250970329231935,0.01352396304416519,1.1115730698790283,0.04805145126639525,0.07004199367777875,0.10123156488319261,12.870475288743748,3.268688944967459,6.932626035248024,24.07469229826215,7.921419301516637,-0.015,-0.002500000000000018
