Attacker_Mean_NoD,Data_Type,FAR_max,FAR_mean,FAR_min,FAR_std,FRR_Conf_max,FRR_Conf_mean,FRR_Conf_min,FRR_Conf_std,FRR_max,FRR_mean,FRR_min,FRR_std,NATL_max,NATL_mean,NATL_min,NATL_std,NU_max,NU_mean,NU_min,NU_std,OrgUser,OrgUser_NoD
307.9130434782609,acc,0.5757575757575758,0.10007001203706972,0.0,0.14102251950658523,0.029411764705882353,0.0029411764705882353,0.0,0.008823529411764706,0.15151515151515152,0.06550802139037434,0.0,0.06199038951478683,4.0,2.034782608695652,2.0,0.2614486326673549,1.0,0.1,0.0,0.30000000000000004,2j4qo8i,333.0
298.6521739130435,gyr,0.2947761194029851,0.054604282133451,0.0,0.0665439681093794,0.0,0.0,0.0,0.0,0.25,0.12657894736842107,0.0,0.06865799055892932,68.0,3.7043478260869565,2.0,8.320194304841765,0.0,0.0,0.0,0.0,2j4qo8i,198.0
183.2173913043478,swp,0.16129032258064516,0.02466891158442598,0.0,0.03053965903226381,0.25,0.17196969696969694,0.08333333333333333,0.07219263715576632,0.8333333333333334,0.6136363636363635,0.4166666666666667,0.14257728721042084,2.0,2.0,2.0,0.0,3.0,2.0,1.0,0.8944271909999159,2j4qo8i,115.0
310.4782608695652,acc,0.7168831168831169,0.17973270707659797,0.0,0.1713013956042508,0.0,0.0,0.0,0.0,0.25925925925925924,0.11693121693121693,0.0,0.07147069108927981,51.0,5.4,2.0,9.995477238100804,0.0,0.0,0.0,0.0,36z77qn,274.0
295.60869565217394,gyr,0.7725118483412322,0.20574227656185864,0.0,0.17067677034539902,0.0,0.0,0.0,0.0,0.19230769230769232,0.14586894586894586,0.07407407407407407,0.04351706135273112,48.0,3.9130434782608696,2.0,4.575103168029071,0.0,0.0,0.0,0.0,36z77qn,268.0
182.17391304347825,swp,0.4434782608695652,0.059510728904909244,0.0,0.08799233599140147,0.23076923076923078,0.13736263736263737,0.07142857142857142,0.06167567121055947,0.6428571428571429,0.5043956043956044,0.2857142857142857,0.10490908997681428,17.0,2.7304347826086954,2.0,2.622052760821051,3.0,1.9,1.0,0.8306623862918074,36z77qn,139.0
312.1304347826087,acc,0.5431034482758621,0.0938377485707801,0.0,0.14848430863897172,0.041666666666666664,0.004166666666666667,0.0,0.012499999999999999,0.3333333333333333,0.14293478260869563,0.0,0.10541688303660633,59.0,4.086956521739131,2.0,6.062809246102947,1.0,0.1,0.0,0.30000000000000004,im18fyp,236.0
296.8695652173913,gyr,0.7560975609756098,0.2464696288549663,0.0,0.19380526552708782,0.041666666666666664,0.008333333333333333,0.0,0.016666666666666666,0.2916666666666667,0.13405797101449277,0.0,0.08730681256986199,159.0,11.560869565217391,2.0,30.98433319585372,1.0,0.2,0.0,0.4000000000000001,im18fyp,239.0
183.2608695652174,swp,0.24691358024691357,0.0418484437139079,0.0,0.06208105983773795,0.2727272727272727,0.12348484848484846,0.0,0.08187778412681297,0.7272727272727273,0.4833333333333334,0.18181818181818182,0.16576200758575935,2.0,2.0,2.0,0.0,3.0,1.4,0.0,0.9165151389911681,im18fyp,114.0
300.3478260869565,acc,0.6015037593984962,0.35234930491677485,0.0,0.13494092925258094,0.0,0.0,0.0,0.0,0.17647058823529413,0.08662745098039216,0.0196078431372549,0.04566007832655777,82.0,7.630434782608695,2.0,9.606063971698054,0.0,0.0,0.0,0.0,9gx7uks,507.0
286.2608695652174,gyr,0.5439093484419264,0.23589191205249158,0.0,0.1669806619565351,0.0,0.0,0.0,0.0,0.22448979591836735,0.11785714285714285,0.04081632653061224,0.06156656374970813,34.0,5.256521739130434,2.0,6.047588530326456,0.0,0.0,0.0,0.0,9gx7uks,483.0
177.7826086956522,swp,0.5078125,0.1592366009898313,0.0,0.12944380623675897,0.125,0.07083333333333333,0.0,0.04187448175467037,0.5,0.3833333333333333,0.20833333333333334,0.10507933510765409,8.0,2.630434782608696,2.0,1.3856201821657164,3.0,1.7,0.0,1.004987562112089,9gx7uks,240.0
292.1304347826087,acc,0.5550847457627118,0.13546496547647327,0.0,0.15848875671343535,0.0,0.0,0.0,0.0,0.07246376811594203,0.04031055900621118,0.0,0.02223125317482309,37.0,4.808695652173913,2.0,6.916138218969757,0.0,0.0,0.0,0.0,y2opfq8,696.0
274.82608695652175,gyr,0.7893569844789357,0.288867511085151,0.0,0.21341957387920762,0.0,0.0,0.0,0.0,0.14666666666666667,0.0509009009009009,0.013333333333333334,0.035146983449233817,148.0,7.6173913043478265,2.0,16.98238607124947,0.0,0.0,0.0,0.0,y2opfq8,746.0
175.7391304347826,swp,0.5859375,0.0823779902013304,0.0,0.1360136294213948,0.1724137931034483,0.04495073891625616,0.0,0.057782773527227146,0.5517241379310345,0.274384236453202,0.13793103448275862,0.12827500132133482,5.0,2.473913043478261,2.0,0.9854230569325113,5.0,1.3,0.0,1.6763054614240211,y2opfq8,287.0
313.7826086956522,acc,0.5164319248826291,0.08919095915871796,0.0,0.15127704819704152,0.05,0.005,0.0,0.015,0.15,0.09578947368421052,0.05,0.041345111954721764,58.0,3.1043478260869564,2.0,6.8738621673996585,1.0,0.1,0.0,0.30000000000000004,lwacw1z,198.0
298.6521739130435,gyr,0.7924528301886793,0.16954469212260656,0.0,0.20470502797630918,0.0,0.0,0.0,0.0,0.2631578947368421,0.13210526315789473,0.0,0.07724300612003544,32.0,3.4,2.0,5.356507622793371,0.0,0.0,0.0,0.0,lwacw1z,198.0
