OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL
l1doqao,acc,171,2,1755,14,0.49122807017543857,0.12280701754385964,21.0,1.0,0.0,0.0,0.000576036866359447,2.0
l1doqao,gyr,13,6,691,14,0.38461538461538464,0.0,0.0,0.6666666666666666,0.0,0.0,0.003456221198156682,2.0
l1doqao,swp,0,0,0,0,,,,,,,,
l1doqao,tap,730,311,21355,14,0.4917808219178082,0.028767123287671233,21.0,0.5048231511254019,0.01929260450160772,6.0,0.3468421409125764,17.214285714285715
l1doqao,all,914,319,23801,14,0.49015317286652077,0.038293216630196934,35.0,0.5109717868338558,0.025078369905956112,8.0,0.3116004991404283,17.357142857142858
b1qt6gb,acc,18,7,1903,14,0.5,0.0,0.0,1.0,0.42857142857142855,3.0,0.041909915481344054,2.0
b1qt6gb,gyr,18,7,685,14,0.5,0.05555555555555555,1.0,0.14285714285714285,0.0,0.0,0.05781811100015646,3.142857142857143
b1qt6gb,swp,0,0,0,0,,,,,,,,
b1qt6gb,tap,576,246,21574,14,0.4913194444444444,0.024305555555555556,14.0,0.36585365853658536,0.008130081300813009,2.0,0.5100930848676534,96.57142857142857
b1qt6gb,all,612,260,24162,14,0.4918300653594771,0.024509803921568627,15.0,0.3769230769230769,0.007692307692307693,2.0,0.45534583383135724,65.5
vk43uke,acc,215,33,1680,14,0.4930232558139535,0.13488372093023257,29.0,0.9696969696969697,0.42424242424242425,14.0,0.027586881501752758,2.0
vk43uke,gyr,44,18,648,14,0.5,0.045454545454545456,2.0,0.6111111111111112,0.05555555555555555,1.0,0.07302232704874735,3.7857142857142856
vk43uke,swp,0,0,0,0,,,,,,,,
vk43uke,tap,1401,599,20396,14,0.49607423269093504,0.02926481084939329,41.0,0.48414023372287146,0.02671118530884808,16.0,0.39973196183417914,38.57142857142857
vk43uke,all,1660,650,22724,14,0.49578313253012046,0.04397590361445783,73.0,0.5123076923076924,0.04923076923076923,32.0,0.3622502454413602,23.0
hwx9u0h,acc,7,3,1918,14,0.7142857142857143,0.14285714285714285,1.0,0.6666666666666666,0.3333333333333333,1.0,0.032997857767689175,2.0
hwx9u0h,gyr,7,3,700,14,0.42857142857142855,0.0,0.0,1.0,0.3333333333333333,1.0,0.019315356664754254,2.4285714285714284
hwx9u0h,swp,0,0,0,0,,,,,,,,
hwx9u0h,tap,482,205,21709,14,0.483402489626556,0.03112033195020747,15.0,0.5317073170731708,0.06829268292682927,14.0,0.6775817271110063,653.5
hwx9u0h,all,496,211,24327,14,0.48588709677419356,0.034274193548387094,17.0,0.5402843601895735,0.06635071090047394,14.0,0.6084674581546895,327.5
cp7kjhx,acc,35,15,1878,14,0.4857142857142857,0.02857142857142857,1.0,0.6666666666666666,0.13333333333333333,2.0,0.10845369331665013,2.9285714285714284
cp7kjhx,gyr,35,15,660,14,0.4857142857142857,0.02857142857142857,1.0,0.4,0.0,0.0,0.2577213144148462,13.142857142857142
cp7kjhx,swp,0,0,0,0,,,,,,,,
cp7kjhx,tap,1401,599,20396,14,0.5039257673090649,0.023554603854389723,33.0,0.5809682804674458,0.05676126878130217,34.0,0.5306822190639567,90.78571428571429
cp7kjhx,all,1471,629,22934,14,0.5030591434398368,0.02583276682528892,38.0,0.5786963434022258,0.05246422893481717,33.0,0.48268957739123264,92.85714285714286
sqhkewt,acc,159,4,1765,14,0.5094339622641509,0.12578616352201258,20.0,1.0,0.25,1.0,0.002304147465437788,2.0
sqhkewt,gyr,6,3,701,14,0.16666666666666666,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,2.0
sqhkewt,swp,0,0,0,0,,,,,,,,
sqhkewt,tap,380,162,21854,14,0.48157894736842105,0.015789473684210527,6.0,0.5617283950617284,0.04938271604938271,8.0,0.21668777019153346,11.928571428571429
sqhkewt,all,545,169,24320,14,0.48623853211009177,0.023853211009174313,13.0,0.5798816568047337,0.0650887573964497,11.0,0.19633952348462455,9.285714285714286
0z9xv36,acc,30,13,1885,14,0.4666666666666667,0.06666666666666667,2.0,0.9230769230769231,0.3076923076923077,4.0,0.0,2.0
0z9xv36,gyr,30,13,667,14,0.4666666666666667,0.0,0.0,0.8461538461538461,0.15384615384615385,2.0,0.0014430014430014432,2.0
0z9xv36,swp,0,0,0,0,,,,,,,,
0z9xv36,tap,1401,599,20396,14,0.4925053533190578,0.07209136331192005,101.0,0.2904841402337229,0.001669449081803005,1.0,0.4575824070476094,247.42857142857142
0z9xv36,all,1461,625,22948,14,0.4914442162902122,0.07049965776865161,103.0,0.3152,0.0112,7.0,0.40663894823930713,59.5
4su8oxl,acc,11,5,1912,14,0.36363636363636365,0.09090909090909091,1.0,0.8,0.0,0.0,0.0014430014430014432,2.0
4su8oxl,gyr,11,5,694,14,0.45454545454545453,0.0,0.0,0.6,0.0,0.0,0.0,2.0
4su8oxl,swp,0,0,0,0,,,,,,,,
4su8oxl,tap,646,276,21474,14,0.4953560371517028,0.02786377708978328,18.0,0.6304347826086957,0.06884057971014493,19.0,0.2899713565867535,20.142857142857142
4su8oxl,all,668,286,24080,14,0.49251497005988026,0.02694610778443114,18.0,0.6328671328671329,0.06993006993006994,20.0,0.25762916872008756,17.285714285714285
r13q05q,acc,180,82,1666,14,0.49444444444444446,0.16666666666666666,30.0,0.08536585365853659,0.0,0.0,0.0,2.0
r13q05q,gyr,58,25,627,14,0.5,0.05172413793103448,3.0,0.56,0.0,0.0,0.00510204081632653,2.0
r13q05q,swp,0,0,0,0,,,,,,,,
r13q05q,tap,1401,599,20396,14,0.561741613133476,0.04139900071377588,58.0,0.5626043405676127,0.0333889816360601,20.0,0.22601643663750723,5.785714285714286
