User,TimeStart,TimeStop,Screen,Duration,TraceLengthHorizontal,TraceLengthVertical,Direction,Slope,MeanSquareError,MeanAbsError,MedianAbsError,CoefDetermination,AccelerationHorizontal,AccelerationVertical,MeanX,MeanY
3xhmhs7,1535842240427.0,1535842240491.0,MathisisGame - 1.1.1,64.0,0.0,0.0,down,0.0,0.0,0.0,0.0,1.0,0.0,0.0,300.26666666666665,159.52023988005996
3xhmhs7,1535842245294.0,1535842245424.0,MathisisGame - 1.1.1,130.0,281.6,172.11394302848575,right,0.5683175880991554,361.27715258480254,16.527145311310576,16.753955566132845,0.9056600540009349,0.9368289766238989,10.07091790399217,264.17777777777775,336.41512577044807
3xhmhs7,1535842248928.0,1535842249024.0,MathisisGame - 1.1.1,96.0,205.33333333333334,4.72263868065967,left,0.015428497342149615,1.1159637717397342,0.8532347983923175,0.5517956696486408,0.46125886881530076,-23.397852936020392,-2.564148540767466,118.78095238095239,283.88305847076464
3xhmhs7,1535842251134.0,1535842251274.0,MathisisGame - 1.1.1,140.0,242.66666666666666,65.59220389805097,right,0.22270582002271858,46.64054383184212,5.121500758210073,2.897042427688035,0.8782080184047836,8.131391474229439,8.131391755211874,204.85333333333332,300.3073463268365
3xhmhs7,1535842252539.0,1535842252673.0,MathisisGame - 1.1.1,134.0,257.06666666666666,55.622188905547226,right,0.17533690083646583,99.71330589740145,8.480573726597157,6.734269748878688,0.703947905651847,9.571783094015961,8.204385844653853,168.85333333333335,326.1769115442279
3xhmhs7,1535842255105.0,1535842255209.0,MathisisGame - 1.1.1,104.0,204.8,49.85007496251874,right,0.23946647984479416,36.612530140424276,5.09427124072306,6.178536861392502,0.8811517736415508,17.84823775625948,8.499161332619007,180.8761904761905,344.9775112443778
3xhmhs7,1535842256747.0,1535842256841.0,MathisisGame - 1.1.1,94.0,201.06666666666666,4.72263868065967,left,0.025508612662942264,0.1475904911545591,0.343412809257781,0.24551792364991343,0.950803169615147,-25.792513860556955,-0.6368522181968592,143.54285714285717,320.61469265367316
3xhmhs7,1535842258134.0,1535842258208.0,MathisisGame - 1.1.1,74.0,174.4,65.59220389805097,right,0.36993614825079335,63.85162278920979,7.408405766655288,7.5186591132666365,0.8805022655223772,29.610582299126065,23.526217609693152,195.82222222222225,321.13943028485755
3xhmhs7,1535842260047.0,1535842260143.0,MathisisGame - 1.1.1,96.0,157.86666666666667,1.5742128935532234,left,0.0074797885766409635,0.7125902277091153,0.7582472187165384,0.8160210673630672,0.17909605767909909,-17.3213487680972,-1.5746683388443248,92.17777777777779,293.2408795602199
3xhmhs7,1535842261962.0,1535842262059.0,MathisisGame - 1.1.1,97.0,157.33333333333334,6.296851574212893,left,0.04507057908191618,2.778251480652276,1.3488940758030432,1.414082471935103,0.6527185649184655,-25.557050638593218,-2.4340050544393126,126.93333333333334,241.90404797601198
3xhmhs7,1535842263232.0,1535842263326.0,MathisisGame - 1.1.1,94.0,178.13333333333333,50.37481259370315,right,0.27685284793829185,0.6374754660730817,0.6843091589512369,0.8203351205667104,0.9976734472041129,23.649597833541662,7.670139660728013,178.8952380952381,340.5547226386807
3xhmhs7,1535842264829.0,1535842264943.0,MathisisGame - 1.1.1,114.0,165.86666666666667,30.95952023988006,left,0.19591116926090918,1.6156108596725767,1.054449671003677,1.0039078048797592,0.9859224802838168,-17.668549638714612,-1.8459677227902642,120.38095238095238,280.88455772113946
3xhmhs7,1535842266530.0,1535842266643.0,MathisisGame - 1.1.1,113.0,131.73333333333332,3.6731634182908546,left,0.02881671102005366,1.4678030995938813,1.0062815848872901,0.9302352770880589,0.5090624445044356,-14.377473959863233,-1.5974973000253148,94.55238095238094,272.1139430284858
3xhmhs7,1535842267762.0,1535842267892.0,MathisisGame - 1.1.1,130.0,244.26666666666668,82.38380809595202,right,0.36029755476393904,7.565626057802364,2.3521297535063024,1.5614170118795982,0.9911273569426943,15.670266004711117,5.145460578002719,203.6148148148148,348.36748292520406
3xhmhs7,1535842504229.0,1535842504372.0,MathisisGame - 1.1.2,143.0,170.13333333333333,2.623688155922039,left,-0.0021516811554775105,3.275960280460505,1.4737388551572337,1.2499202394054123,0.004267391957293198,-6.690221654742928,2.7448041021135935e-07,113.33333333333333,437.736131934033
3xhmhs7,1535842505741.0,1535842505822.0,MathisisGame - 1.1.2,81.0,130.13333333333333,19.940029985007495,right,-0.14673772480392835,1.1743817322788856,0.8946149054521205,0.9591892305394651,0.9721856958144475,24.550316743854523,-2.9757957095357415,242.22222222222226,421.7141429285357
3xhmhs7,1535842507178.0,1535842507271.0,MathisisGame - 1.1.2,93.0,168.0,6.296851574212893,left,0.024667502620922144,2.361163072748566,1.2701385197736386,1.233529302937427,0.4342445449159916,-17.439583141196877,4.6893295868381223e-07,106.05714285714286,420.3898050974513
3xhmhs7,1535842508793.0,1535842508889.0,MathisisGame - 1.1.2,96.0,146.66666666666666,6.821589205397301,right,-0.03405611206124277,0.6956296609775101,0.6976077042104407,0.6727308819936866,0.806879017632306,15.660581310464847,-0.9212104649071682,237.02857142857144,409.22038980509745
3xhmhs7,1535842510525.0,1535842510622.0,MathisisGame - 1.1.2,97.0,102.93333333333334,3.1484257871064467,left,0.018282321135463936,0.7181880094897911,0.6796735127381096,0.5967871970647707,0.3296911911428616,-16.26866852838945,2.2479119000402843e-07,129.44761904761904,422.41379310344826
