,FAR,FRR,FRR_Conf,MeanNumOfAttData,NumOfAcceptTL,NumOfOrgUserTstData,NumOfUnlocks
count,240.0,240.0,240.0,240.0,240.0,240.0,240.0
mean,0.07137272662688267,0.3548956947785983,0.07319448912015232,171.95833333333334,2.0833333333333335,17.195833333333333,1.05
std,0.14509498254357295,0.1770517100345758,0.07833380194262829,2.3205920576672523,0.40048784755476863,5.3535253443197,1.0008364702424484
min,0.0,0.0,0.0,166.95652173913044,2.0,7.0,0.0
25%,0.0,0.21428571428571427,0.0,170.7934782608696,2.0,12.75,0.0
50%,0.004901960784313725,0.3333333333333333,0.05263157894736842,171.69565217391306,2.0,18.0,1.0
75%,0.05024509803921569,0.45454545454545453,0.1111111111111111,173.90217391304347,2.0,20.0,2.0
max,0.6372549019607843,1.0,0.42857142857142855,176.04347826086956,4.0,29.0,6.0
