OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,NumOfAcceptS,NumOfAcceptG
148r1k5,acc,699.0,264,25538,59,0.07582260371959942,0.010014306151645207,7.0,0.03409090909090909,0.0,0.0,0.020202289124117253,3.7288135593220337,3.7288135593220337,0.0
148r1k5,swp,103.0,34,8848,59,0.2912621359223301,0.019417475728155338,2.0,0.5588235294117647,0.08823529411764706,3.0,0.3148631880440191,9.508474576271187,0.0,9.508474576271187
148r1k5,tap,291.0,133,48374,59,0.6048109965635738,0.16838487972508592,49.0,0.8120300751879699,0.13533834586466165,18.0,0.2540291500360886,13.525423728813559,0.0,13.525423728813559
148r1k5,all,,431,82760,59,,,,0.31554524361948955,0.04640371229698376,20.0,0.19183480849745324,11.677966101694915,1.271186440677966,10.40677966101695
b0602fr,acc,530.0,218,25753,59,0.0660377358490566,0.0037735849056603774,2.0,0.1926605504587156,0.013761467889908258,3.0,0.47543555897162054,53.3728813559322,53.3728813559322,0.0
b0602fr,swp,97.0,32,8856,59,0.17525773195876287,0.0,0.0,0.1875,0.0,0.0,0.6419721683539981,78.72881355932203,0.0,78.72881355932203
b0602fr,tap,1304.0,567,46927,59,0.6380368098159509,0.19325153374233128,252.0,0.673721340388007,0.08465608465608465,48.0,0.2502061091024385,11.627118644067796,0.0,11.627118644067796
b0602fr,all,,817,81536,59,,,,0.5263157894736842,0.06242350061199511,51.0,0.3580417496124432,28.779661016949152,6.915254237288136,21.864406779661017
06mdn3c,acc,111.0,46,26344,59,0.14414414414414414,0.0,0.0,0.32608695652173914,0.021739130434782608,1.0,0.11026183567629147,5.610169491525424,5.610169491525424,0.0
06mdn3c,swp,137.0,8,8840,59,0.18248175182481752,0.0072992700729927005,1.0,0.25,0.0,0.0,0.6581436318009818,68.96610169491525,0.0,68.96610169491525
06mdn3c,tap,152.0,115,48531,59,0.6118421052631579,0.13815789473684212,21.0,0.6782608695652174,0.09565217391304348,11.0,0.3941375231084319,58.52542372881356,0.0,58.52542372881356
06mdn3c,all,,169,83715,59,,,,0.5621301775147929,0.05917159763313609,10.0,0.33103334921758987,22.491525423728813,1.728813559322034,20.76271186440678
4l9kvp8,acc,118.0,49,26334,59,0.17796610169491525,0.0,0.0,0.5102040816326531,0.08163265306122448,4.0,0.057458098471412804,7.084745762711864,7.084745762711864,0.0
4l9kvp8,swp,152.0,6,8827,59,0.11842105263157894,0.0,0.0,0.16666666666666666,0.0,0.0,0.6431559910659609,61.88135593220339,0.0,61.88135593220339
4l9kvp8,tap,186.0,138,48474,59,0.6290322580645161,0.16666666666666666,31.0,0.5797101449275363,0.043478260869565216,6.0,0.4960343106313759,98.15254237288136,0.0,98.15254237288136
4l9kvp8,all,,193,83635,59,,,,0.5492227979274611,0.04145077720207254,8.0,0.3733007054056603,32.440677966101696,3.2033898305084745,29.23728813559322
z321p8r,acc,76.0,33,26392,59,0.19736842105263158,0.0,0.0,0.6666666666666666,0.15151515151515152,5.0,0.05021237887629603,4.627118644067797,4.627118644067797,0.0
z321p8r,swp,77.0,47,8861,59,0.16883116883116883,0.0,0.0,0.44680851063829785,0.06382978723404255,3.0,0.3339690679841667,20.016949152542374,0.0,20.016949152542374
z321p8r,tap,168.0,57,48573,59,0.5952380952380952,0.16666666666666666,28.0,0.5087719298245614,0.03508771929824561,2.0,0.22950218313024662,9.423728813559322,0.0,9.423728813559322
z321p8r,all,,137,83826,59,,,,0.5255474452554745,0.08029197080291971,11.0,0.18829700551724754,8.508474576271187,0.2711864406779661,8.23728813559322
pf3v1xv,acc,132.0,57,26312,59,0.21212121212121213,0.007575757575757576,1.0,0.24561403508771928,0.0,0.0,0.12471928018025441,10.610169491525424,10.610169491525424,0.0
pf3v1xv,swp,65.0,17,8903,59,0.24615384615384617,0.015384615384615385,1.0,0.35294117647058826,0.0,0.0,0.4678644301823319,26.423728813559322,0.0,26.423728813559322
pf3v1xv,tap,285.0,132,48381,59,0.6175438596491228,0.19649122807017544,56.0,0.6590909090909091,0.09090909090909091,12.0,0.2508622645190735,9.254237288135593,0.0,9.254237288135593
pf3v1xv,all,,206,83596,59,,,,0.5194174757281553,0.05825242718446602,12.0,0.2362825954468517,8.94915254237288,0.288135593220339,8.661016949152541
sxvkh3b,acc,422.0,176,25903,59,0.045023696682464455,0.0,0.0,0.08522727272727272,0.0,0.0,0.7036437520652087,134.03389830508473,134.03389830508473,0.0
sxvkh3b,swp,308.0,97,8580,59,0.14935064935064934,0.0,0.0,0.1958762886597938,0.010309278350515464,1.0,0.7504624852435626,86.64406779661017,0.0,86.64406779661017
sxvkh3b,tap,1093.0,502,47203,59,0.605672461116194,0.1655992680695334,181.0,0.5896414342629482,0.07370517928286853,37.0,0.46254545375867595,58.76271186440678,0.0,58.76271186440678
sxvkh3b,all,,775,81686,59,,,,0.4258064516129032,0.024516129032258065,19.0,0.5601853898710152,100.98305084745763,26.220338983050848,74.76271186440678
xrm6gjj,acc,803.0,176,25522,59,0.019925280199252802,0.0,0.0,0.26136363636363635,0.07954545454545454,14.0,0.05362977579047722,13.033898305084746,13.033898305084746,0.0
xrm6gjj,swp,73.0,7,8905,59,0.2602739726027397,0.0,0.0,0.42857142857142855,0.0,0.0,0.25463232165124916,9.813559322033898,0.0,9.813559322033898
xrm6gjj,tap,181.0,101,48516,59,0.6022099447513812,0.19337016574585636,35.0,0.32673267326732675,0.0,0.0,0.6004745954691054,243.76271186440678,0.0,243.76271186440678
xrm6gjj,all,,284,82943,59,,,,0.2887323943661972,0.0528169014084507,15.0,0.3938609970109553,24.11864406779661,1.8305084745762712,22.28813559322034
x8r15z4,acc,134.0,54,26313,59,0.16417910447761194,0.007462686567164179,1.0,0.12962962962962962,0.0,0.0,0.152135414427806,12.40677966101695,12.40677966101695,0.0
x8r15z4,swp,92.0,12,8881,59,0.2391304347826087,0.0,0.0,0.08333333333333333,0.0,0.0,0.2944262423773372,13.169491525423728,0.0,13.169491525423728
x8r15z4,tap,139.0,85,48574,59,0.6115107913669064,0.17985611510791366,25.0,0.5764705882352941,0.07058823529411765,6.0,0.2735555829181202,14.915254237288135,0.0,14.915254237288135
x8r15z4,all,,151,83768,59,,,,0.37748344370860926,0.019867549668874173,3.0,0.23634568460643618,11.135593220338983,0.3389830508474576,10.796610169491526
0sqy7ba,acc,793.0,198,25510,59,0.044136191677175286,0.0,0.0,0.7121212121212122,0.10606060606060606,21.0,0.0025869530560447026,2.135593220338983,2.135593220338983,0.0
0sqy7ba,swp,30.0,12,8943,59,0.3333333333333333,0.03333333333333333,1.0,0.4166666666666667,0.0,0.0,0.08962117899211208,4.406779661016949,0.0,4.406779661016949
0sqy7ba,tap,327.0,140,48331,59,0.6085626911314985,0.1559633027522936,51.0,0.7214285714285714,0.1,14.0,0.3273063388336053,16.271186440677965,0.0,16.271186440677965
0sqy7ba,all,,350,82784,59,,,,0.7057142857142857,0.10285714285714286,36.0,0.19778914102619813,10.661016949152541,0.4915254237288136,10.169491525423728
rlvzek7,acc,83.0,36,26382,59,0.14457831325301204,0.0,0.0,0.3888888888888889,0.0,0.0,0.03088352454583713,3.0508474576271185,3.0508474576271185,0.0
