OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Window,Overlap
3pmv9aq,acc,354,152,5268,14,0.5028248587570622,0.14124293785310735,50,0.3618421052631579,0.07236842105263158,11,0.04020825581637908,2.5,25,0.0
3pmv9aq,gyr,354,152,5214,14,0.5,0.10451977401129943,37,0.34210526315789475,0.05263157894736842,8,0.32383356045040423,7.214285714285714,25,0.0
3pmv9aq,all,708,304,10482,14,0.501412429378531,0.11299435028248588,80,0.3519736842105263,0.06578947368421052,20,0.18061712169623062,2.642857142857143,25,0.0
6jtbpdh,acc,466,200,5108,14,0.4957081545064378,0.13304721030042918,62,0.16,0.035,7,0.10678474421309525,5.142857142857143,25,0.0
6jtbpdh,gyr,467,200,5053,14,0.4989293361884368,0.09850107066381156,46,0.33,0.025,5,0.26489445122093597,7.0,25,0.0
6jtbpdh,all,933,400,10161,14,0.49732047159699894,0.10289389067524116,96,0.245,0.0125,5,0.18478656443209626,7.571428571428571,25,0.0
7nv0i9p,acc,215,89,5470,14,0.49767441860465117,0.09767441860465116,21,0.15730337078651685,0.011235955056179775,1,0.11548521150899975,3.0,25,0.0
7nv0i9p,gyr,214,90,5416,14,0.5,0.102803738317757,22,0.3888888888888889,0.022222222222222223,2,0.1959982279186115,3.5714285714285716,25,0.0
7nv0i9p,all,429,179,10886,14,0.4988344988344988,0.09557109557109557,41,0.2737430167597765,0.0111731843575419,2,0.15483922496198535,2.357142857142857,25,0.0
3zd4fdk,acc,186,80,5508,14,0.5053763440860215,0.12903225806451613,24,0.2875,0.0875,7,0.0,2.0,25,0.0
3zd4fdk,gyr,187,80,5453,14,0.4919786096256685,0.09090909090909091,17,0.45,0.075,6,0.30060051956066847,7.5,25,0.0
3zd4fdk,all,373,160,10961,14,0.49865951742627346,0.10187667560321716,38,0.36875,0.06875,11,0.14922679408040515,2.2857142857142856,25,0.0
v2x6zpt,acc,120,47,5607,14,0.5,0.10833333333333334,13,0.2765957446808511,0.02127659574468085,1,0.020166850523993383,2.0,25,0.0
v2x6zpt,gyr,120,47,5553,14,0.49166666666666664,0.09166666666666666,11,0.3617021276595745,0.0425531914893617,2,0.1214623760506844,3.7142857142857144,25,0.0
v2x6zpt,all,240,94,11160,14,0.49583333333333335,0.1,24,0.3191489361702128,0.010638297872340425,1,0.07010265892363096,2.0,25,0.0
677l8bq,acc,458,196,5120,14,0.5,0.11353711790393013,52,0.07142857142857142,0.0,0,0.08606002242091977,3.642857142857143,25,0.0
677l8bq,gyr,458,196,5066,14,0.4978165938864629,0.10480349344978165,48,0.3979591836734694,0.05102040816326531,10,0.6923695966982854,97.0,25,0.0
677l8bq,all,916,392,10186,14,0.49890829694323147,0.11353711790393013,104,0.23469387755102042,0.007653061224489796,3,0.38694588236403626,8.928571428571429,25,0.0
ipuyiii,acc,256,106,5412,14,0.4921875,0.11328125,29,0.5849056603773585,0.14150943396226415,15,0.028469343460486213,3.857142857142857,25,0.0
ipuyiii,gyr,256,107,5357,14,0.5,0.09765625,25,0.48598130841121495,0.11214953271028037,12,0.27704649276908067,5.428571428571429,25,0.0
ipuyiii,all,512,213,10769,14,0.49609375,0.09765625,50,0.5352112676056338,0.1267605633802817,27,0.15226303605969857,4.142857142857143,25,0.0
1uep0cy,acc,123,51,5600,14,0.4959349593495935,0.11382113821138211,14,0.0,0.0,0,0.0,2.0,25,0.0
1uep0cy,gyr,123,51,5546,14,0.4959349593495935,0.0975609756097561,12,0.47058823529411764,0.0784313725490196,4,0.290725835378947,6.142857142857143,25,0.0
1uep0cy,all,246,102,11146,14,0.4959349593495935,0.1016260162601626,25,0.23529411764705882,0.0,0,0.14448034710726929,2.7857142857142856,25,0.0
1l967s6,acc,207,85,5482,14,0.48792270531400966,0.10144927536231885,21,0.23529411764705882,0.03529411764705882,3,0.0008210180623973727,2.0,25,0.0
1l967s6,gyr,207,85,5428,14,0.4975845410628019,0.07729468599033816,16,0.43529411764705883,0.09411764705882353,8,0.08317565664817098,2.642857142857143,25,0.0
