OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Nu,Gamma
z8taipm,acc,506,217,8321,14,0.009881422924901186,0.0,0.0,0.08294930875576037,0.004608294930875576,1.0,0.28375677423689355,22.642857142857146,0.01,0.001
z8taipm,gyr,505,217,7870,14,0.01782178217821782,0.0,0.0,0.013824884792626729,0.0,0.0,0.9544248518184144,500.21428571428567,0.01,0.01
z8taipm,swp,1401,599,16752,14,0.011420413990007138,0.0,0.0,0.001669449081803005,0.0,0.0,0.9475377176555676,1196.5714285714287,0.01,0.01
z8taipm,tap,0,0,0,0,,,,,,,,,0.24,0.01
0o2grk2,acc,472,203,8369,14,0.00847457627118644,0.0,0.0,0.014778325123152709,0.0,0.0,0.4972658962898665,109.64285714285714,0.01,0.001
0o2grk2,gyr,476,196,7920,14,0.023109243697478996,0.0,0.0,0.010204081632653059,0.0,0.0,0.8857411199903275,472.6428571428572,0.01,0.01
0o2grk2,swp,1125,481,17146,14,0.010666666666666666,0.0,0.0,0.014553014553014554,0.0,0.0,0.3585943018876155,236.85714285714286,0.01,0.01
0o2grk2,tap,0,0,0,0,,,,,,,,,0.24,0.01
sxvkh3b,acc,444,185,8415,14,0.006756756756756757,0.0,0.0,0.05945945945945946,0.0,0.0,0.7643590873535641,300.85714285714283,0.01,0.001
sxvkh3b,gyr,445,185,7962,14,0.020224719101123598,0.0,0.0,0.08108108108108109,0.0,0.0,0.8932402553158664,401.9285714285714,0.01,0.01
sxvkh3b,swp,1073,459,17220,14,0.010251630941286114,0.0,0.0,0.006535947712418301,0.0,0.0,0.845501016017823,916.2142857142856,0.01,0.01
sxvkh3b,tap,0,0,0,0,,,,,,,,,0.24,0.01
yqhebyt,acc,652,274,8118,14,0.006134969325153374,0.0,0.0,0.025547445255474453,0.0,0.0,0.12826479160305426,9.0,0.01,0.001
yqhebyt,gyr,643,264,7685,14,0.015552099533437015,0.0,0.0,0.030303030303030307,0.0,0.0,0.6156539822504661,126.92857142857143,0.01,0.01
yqhebyt,swp,1401,599,16752,14,0.010706638115631693,0.0,0.0,0.2654424040066778,0.02170283806343906,13.0,0.5535753586170615,400.1428571428572,0.01,0.01
yqhebyt,tap,0,0,0,0,,,,,,,,,0.24,0.01
ap1oez8,acc,134,57,8853,14,0.022388059701492536,0.0,0.0,0.631578947368421,0.12280701754385966,7.0,0.2258606070094492,34.142857142857146,0.01,0.001
ap1oez8,gyr,134,57,8401,14,0.05223880597014925,0.0,0.0,0.19298245614035087,0.0,0.0,0.56582180221762,172.5,0.01,0.01
ap1oez8,swp,239,101,18412,14,0.012552301255230124,0.0,0.0,0.07920792079207921,0.0,0.0,0.3752504362677387,139.71428571428572,0.01,0.01
ap1oez8,tap,0,0,0,0,,,,,,,,,0.24,0.01
lvwfjft,acc,163,63,8818,14,0.024539877300613498,0.0,0.0,0.06349206349206349,0.0,0.0,0.7808180568949684,344.78571428571433,0.01,0.001
lvwfjft,gyr,162,63,8367,14,0.0308641975308642,0.0,0.0,0.07936507936507936,0.0,0.0,0.8565097391115085,335.57142857142856,0.01,0.01
lvwfjft,swp,254,108,18390,14,0.015748031496062992,0.0,0.0,0.6018518518518519,0.009259259259259259,1.0,0.7507016675057379,858.2142857142858,0.01,0.01
lvwfjft,tap,0,0,0,0,,,,,,,,,0.24,0.01
v90gnf6,acc,514,214,8316,14,0.011673151750972765,0.0,0.0,0.018691588785046728,0.0,0.0,0.8786727161260987,487.78571428571433,0.01,0.001
v90gnf6,gyr,507,218,7867,14,0.01972386587771203,0.0,0.0,0.05045871559633028,0.0,0.0,0.9087141212338692,449.9285714285714,0.01,0.01
v90gnf6,swp,1401,599,16752,14,0.009992862241256246,0.0,0.0,0.05509181969949917,0.0,0.0,0.39579891153722396,261.07142857142856,0.01,0.01
v90gnf6,tap,0,0,0,0,,,,,,,,,0.24,0.01
b0602fr,acc,523,220,8301,14,0.011472275334608031,0.0,0.0,0.01818181818181818,0.0,0.0,0.6238473444901924,168.42857142857142,0.01,0.001
b0602fr,gyr,523,221,7848,14,0.017208413001912046,0.0,0.0,0.03167420814479638,0.0,0.0,0.9514100410854304,512.2142857142857,0.01,0.01
b0602fr,swp,1401,599,16752,14,0.011420413990007138,0.0,0.0,0.051752921535893164,0.0,0.0,0.8721449165266163,907.7857142857144,0.01,0.01
b0602fr,tap,0,0,0,0,,,,,,,,,0.24,0.01
855whqe,acc,131,49,8864,14,0.03053435114503817,0.0,0.0,0.24489795918367346,0.020408163265306117,1.0,0.12253658434567155,19.142857142857142,0.01,0.001
855whqe,gyr,130,49,8413,14,0.05384615384615385,0.0,0.0,0.1020408163265306,0.0,0.0,0.4689516311605857,76.07142857142857,0.01,0.01
855whqe,swp,525,224,18003,14,0.011428571428571429,0.0,0.0,0.017857142857142856,0.0,0.0,0.3857754997656008,216.07142857142856,0.01,0.01
855whqe,tap,0,0,0,0,,,,,,,,,0.24,0.01
txxrlzc,acc,508,218,8318,14,0.00984251968503937,0.0,0.0,0.027522935779816515,0.0,0.0,0.4697112641746713,77.35714285714286,0.01,0.001
txxrlzc,gyr,512,216,7864,14,0.017578125,0.0,0.0,0.04166666666666666,0.0,0.0,0.7381032224499814,292.07142857142856,0.01,0.01
txxrlzc,swp,1401,599,16752,14,0.0092790863668808,0.0,0.0,0.041736227045075125,0.0,0.0,0.5168415345067952,584.2142857142858,0.01,0.01
txxrlzc,tap,0,0,0,0,,,,,,,,,0.24,0.01
ha3ev43,acc,180,67,8797,14,0.016666666666666666,0.0,0.0,0.3283582089552239,0.059701492537313425,4.0,0.6807693133173106,319.85714285714283,0.01,0.001
ha3ev43,gyr,179,67,8346,14,0.027932960893854747,0.0,0.0,0.20895522388059698,0.0,0.0,0.7824163849170234,451.5,0.01,0.01
ha3ev43,swp,417,177,18158,14,0.014388489208633094,0.0,0.0,0.03389830508474576,0.0,0.0,0.7145348099269297,808.3571428571429,0.01,0.01
ha3ev43,tap,0,0,0,0,,,,,,,,,0.24,0.01
vk43uke,acc,683,260,8101,14,0.010248901903367495,0.0,0.0,0.026923076923076925,0.0,0.0,0.14128581914568802,90.57142857142857,0.01,0.001
vk43uke,gyr,540,206,7846,14,0.016666666666666666,0.0,0.0,0.0970873786407767,0.0,0.0,0.8845592450820857,419.6428571428572,0.01,0.01
vk43uke,swp,539,230,17983,14,0.012987012987012988,0.0,0.0,0.034782608695652174,0.0,0.0,0.6403842165090976,671.4285714285714,0.01,0.01
vk43uke,tap,0,0,0,0,,,,,,,,,0.24,0.01
r13q05q,acc,689,278,8077,14,0.00725689404934688,0.0,0.0,0.22661870503597126,0.05035971223021583,14.0,0.014283374827362697,4.0,0.01,0.001
r13q05q,gyr,524,212,7856,14,0.015267175572519085,0.0,0.0,0.07075471698113207,0.0,0.0,0.6273938778384242,215.28571428571428,0.01,0.01
r13q05q,swp,262,111,18379,14,0.011450381679389313,0.0,0.0,0.0,0.0,0.0,0.4643651910006116,211.7142857142857,0.01,0.01
r13q05q,tap,0,0,0,0,,,,,,,,,0.24,0.01
z8c5rtb,acc,294,120,8630,14,0.020408163265306117,0.0,0.0,0.18333333333333326,0.0,0.0,0.6168945411419884,209.28571428571428,0.01,0.001
z8c5rtb,gyr,295,121,8176,14,0.02711864406779661,0.0,0.0,0.05785123966942149,0.0,0.0,0.7582162034396321,287.42857142857144,0.01,0.01
z8c5rtb,swp,300,127,18325,14,0.016666666666666666,0.0,0.0,0.015748031496062992,0.0,0.0,0.700414109506495,771.0714285714287,0.01,0.01
z8c5rtb,tap,0,0,0,0,,,,,,,,,0.24,0.01
3zd4fdk,acc,511,215,8318,14,0.011741682974559686,0.0,0.0,0.060465116279069774,0.0,0.0,0.15293069944515075,19.714285714285715,0.01,0.001
3zd4fdk,gyr,510,215,7867,14,0.015686274509803918,0.0,0.0,0.055813953488372085,0.0,0.0,0.8192983566081029,305.0,0.01,0.01
3zd4fdk,swp,1401,599,16752,14,0.010706638115631693,0.0,0.0,0.00667779632721202,0.0,0.0,0.34443123186354524,167.57142857142858,0.01,0.01
3zd4fdk,tap,0,0,0,0,,,,,,,,,0.24,0.01
z8taipm,acc,506,217,8321,14,0.011857707509881422,0.0,0.0,0.11981566820276494,0.004608294930875576,1.0,0.2385985720317923,12.642857142857142,0.01,0.003
z8taipm,gyr,505,217,7870,14,0.033663366336633666,0.0,0.0,0.04147465437788018,0.0,0.0,0.903139536980398,450.57142857142856,0.01,0.02
z8taipm,swp,1401,599,16752,14,0.012134189864382585,0.0,0.0,0.02337228714524207,0.0,0.0,0.9120638282265668,1073.0,0.01,0.02
z8taipm,tap,0,0,0,0,,,,,,,,,0.24,0.05
0o2grk2,acc,472,203,8369,14,0.00847457627118644,0.0,0.0,0.024630541871921183,0.0,0.0,0.4302732623979537,107.64285714285714,0.01,0.003
0o2grk2,gyr,476,196,7920,14,0.037815126050420166,0.0,0.0,0.025510204081632654,0.0,0.0,0.8187059601144681,423.1428571428572,0.01,0.02
