OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Window,Overlap
3zd4fdk,acc,254,98,8007,14,0.5,0.07086614173228346,18,0.2653061224489796,0.02040816326530612,2,0.010169409657551134,2.0,25,0.0
3zd4fdk,gyr,253,98,8033,14,0.4980237154150198,0.05533596837944664,14,0.5102040816326531,0.04081632653061224,4,0.2827336324694124,12.0,25,0.0
ipuyiii,acc,174,70,8115,14,0.5057471264367817,0.05172413793103448,9,0.3142857142857143,0.0,0,0.16382940342594005,9.285714285714286,25,0.0
ipuyiii,gyr,174,71,8139,14,0.4885057471264368,0.034482758620689655,6,0.5633802816901409,0.04225352112676056,3,0.403842812461734,31.642857142857142,25,0.0
l1doqao,acc,581,248,7530,14,0.5025817555938038,0.029259896729776247,17,0.5362903225806451,0.024193548387096774,6,0.10057593222041539,10.214285714285714,25,0.0
l1doqao,gyr,579,248,7557,14,0.5025906735751295,0.02936096718480138,17,0.4879032258064516,0.028225806451612902,7,0.1862457372947109,10.571428571428571,25,0.0
vo441ru,acc,684,121,7554,14,0.5,0.054093567251461985,37,0.6033057851239669,0.06611570247933884,8,0.004139981023542667,2.0,25,0.0
vo441ru,gyr,583,246,7555,14,0.5008576329331046,0.0548885077186964,32,0.4715447154471545,0.056910569105691054,14,8.181966944853544e-05,2.0,25,0.0
z8taipm,acc,239,102,8018,14,0.4895397489539749,0.016736401673640166,4,0.4019607843137255,0.0392156862745098,4,0.11569768577232513,5.214285714285714,25,0.0
z8taipm,gyr,238,101,8045,14,0.5042016806722689,0.025210084033613446,6,0.36633663366336633,0.009900990099009901,1,0.4651381005119668,39.714285714285715,25,0.0
z8c5rtb,acc,564,242,7553,14,0.49822695035460995,0.047872340425531915,27,0.34710743801652894,0.012396694214876033,3,0.4926323152584556,62.07142857142857,25,0.0
z8c5rtb,gyr,566,239,7579,14,0.5,0.0353356890459364,20,0.37656903765690375,0.02510460251046025,6,0.4257927217295158,48.785714285714285,25,0.0
b0602fr,acc,621,257,7481,14,0.499194847020934,0.030595813204508857,19,0.6303501945525292,0.07392996108949416,19,0.2074023197052371,13.857142857142858,25,0.0
b0602fr,gyr,614,259,7511,14,0.498371335504886,0.05211726384364821,32,0.5907335907335908,0.0888030888030888,23,0.4430328220786217,47.357142857142854,25,0.0
68n9ll,acc,332,133,7894,14,0.5,0.060240963855421686,20,0.2631578947368421,0.045112781954887216,6,0.21059760007041092,13.785714285714286,25,0.0
68n9ll,gyr,333,133,7918,14,0.5015015015015015,0.05105105105105105,17,0.3157894736842105,0.022556390977443608,3,0.48984519676561794,39.57142857142857,25,0.0
7stgp0r,acc,375,154,7830,14,0.5013333333333333,0.056,21,0.3246753246753247,0.045454545454545456,7,0.48156660507312327,120.28571428571429,25,0.0
7stgp0r,gyr,374,154,7856,14,0.49732620320855614,0.053475935828877004,20,0.3961038961038961,0.01948051948051948,3,0.36504427309333076,13.0,25,0.0
855whqe,acc,105,46,8208,14,0.49523809523809526,0.0,0,0.5217391304347826,0.0,0,0.07218658592127421,6.285714285714286,25,0.0
855whqe,gyr,105,46,8233,14,0.49523809523809526,0.02857142857142857,3,0.34782608695652173,0.0,0,0.17931337400319233,5.0,25,0.0
ap1oez8,acc,178,69,8112,14,0.4943820224719101,0.028089887640449437,5,0.37681159420289856,0.0,0,0.029139523974410116,2.0,25,0.0
ap1oez8,gyr,176,68,8140,14,0.5,0.03977272727272727,7,0.5,0.029411764705882353,2,0.3147598697705803,17.214285714285715,25,0.0
r13q05q,acc,626,185,7548,14,0.5,0.06389776357827476,40,0.6486486486486487,0.0918918918918919,17,0.04784062008005676,2.2857142857142856,25,0.0
r13q05q,gyr,587,236,7561,14,0.4991482112436116,0.030664395229982964,18,0.597457627118644,0.09322033898305085,22,0.21216978623285865,10.285714285714286,25,0.0
ha3ev43,acc,149,57,8153,14,0.4899328859060403,0.06711409395973154,10,0.49122807017543857,0.05263157894736842,3,0.07300105948853887,2.0,25,0.0
ha3ev43,gyr,144,63,8177,14,0.5069444444444444,0.034722222222222224,5,0.4126984126984127,0.015873015873015872,1,0.1273771537876777,4.5,25,0.0
v90gnf6,acc,618,258,7483,14,0.5016181229773463,0.0825242718446602,51,0.7054263565891473,0.13565891472868216,35,0.42269952900610225,60.714285714285715,25,0.0
v90gnf6,gyr,618,257,7509,14,0.4967637540453074,0.04854368932038835,30,0.4708171206225681,0.0311284046692607,8,0.2866463404449332,7.642857142857143,25,0.0
vk43uke,acc,579,240,7540,14,0.4991364421416235,0.0535405872193437,31,0.0,0.0,0,0.12322765776180303,3.2142857142857144,25,0.0
vk43uke,gyr,579,242,7563,14,0.4991364421416235,0.02072538860103627,12,0.34710743801652894,0.01652892561983471,4,0.2869396653993744,8.571428571428571,25,0.0
3zd4fdk,acc,261,101,8503,14,0.5057471264367817,0.08812260536398467,23,0.37623762376237624,0.039603960396039604,4,0.016470216837313086,2.0,25,0.1
3zd4fdk,gyr,262,102,8532,14,0.5038167938931297,0.04580152671755725,12,0.5294117647058824,0.06862745098039216,7,0.3074999761948411,22.357142857142858,25,0.1
ipuyiii,acc,185,76,8604,14,0.5027027027027027,0.02702702702702703,5,0.34210526315789475,0.0,0,0.14338909843898942,9.5,25,0.1
ipuyiii,gyr,185,76,8635,14,0.4918918918918919,0.010810810810810811,2,0.5263157894736842,0.039473684210526314,3,0.395836963274603,29.428571428571427,25,0.1
l1doqao,acc,622,265,7978,14,0.4983922829581994,0.03215434083601286,20,0.5509433962264151,0.045283018867924525,12,0.11276640795829714,8.857142857142858,25,0.1
l1doqao,gyr,623,265,8008,14,0.49919743178170145,0.03531300160513644,22,0.4679245283018868,0.011320754716981131,3,0.19138912024069166,11.214285714285714,25,0.1
vo441ru,acc,742,131,7992,14,0.5,0.05121293800539083,38,0.5725190839694656,0.04580152671755725,6,0.0031570639305445935,2.0,25,0.1
vo441ru,gyr,623,265,8008,14,0.5008025682182986,0.04173354735152488,26,0.4377358490566038,0.052830188679245285,14,0.0,2.0,25,0.1
z8taipm,acc,255,108,8502,14,0.5019607843137255,0.03529411764705882,9,0.3148148148148148,0.009259259259259259,1,0.11220032165427066,4.285714285714286,25,0.1
z8taipm,gyr,255,108,8533,14,0.5019607843137255,0.03529411764705882,9,0.4166666666666667,0.009259259259259259,1,0.48490825916011854,46.714285714285715,25,0.1
z8c5rtb,acc,590,250,8025,14,0.5016949152542373,0.04067796610169491,24,0.296,0.008,2,0.48265444256871154,79.57142857142857,25,0.1
z8c5rtb,gyr,590,250,8056,14,0.4966101694915254,0.030508474576271188,18,0.368,0.02,5,0.40913648690005394,33.357142857142854,25,0.1
b0602fr,acc,649,268,7948,14,0.49922958397534667,0.032357473035439135,21,0.6268656716417911,0.05970149253731343,16,0.19963597979253117,23.428571428571427,25,0.1
b0602fr,gyr,641,276,7979,14,0.49921996879875197,0.0452418096723869,29,0.5797101449275363,0.06884057971014493,19,0.44146013564288544,58.57142857142857,25,0.1
68n9ll,acc,345,139,8381,14,0.5043478260869565,0.05217391304347826,18,0.23741007194244604,0.014388489208633094,2,0.21419386875136032,21.428571428571427,25,0.1
68n9ll,gyr,345,138,8413,14,0.5043478260869565,0.034782608695652174,12,0.35507246376811596,0.014492753623188406,2,0.5170686418661686,47.357142857142854,25,0.1
7stgp0r,acc,397,163,8305,14,0.49622166246851385,0.05289672544080604,21,0.3558282208588957,0.06748466257668712,11,0.4642490976436728,99.85714285714286,25,0.1
7stgp0r,gyr,397,164,8335,14,0.49622166246851385,0.04534005037783375,18,0.32926829268292684,0.0,0,0.3448433302842572,12.357142857142858,25,0.1
855whqe,acc,112,47,8706,14,0.5089285714285714,0.0,0,0.46808510638297873,0.02127659574468085,1,0.07749437024796323,7.642857142857143,25,0.1
855whqe,gyr,112,47,8737,14,0.5,0.03571428571428571,4,0.425531914893617,0.02127659574468085,1,0.183470591302658,5.285714285714286,25,0.1
ap1oez8,acc,186,71,8608,14,0.510752688172043,0.04838709677419355,9,0.4084507042253521,0.014084507042253521,1,0.03877552279256337,4.928571428571429,25,0.1
ap1oez8,gyr,185,71,8640,14,0.5027027027027027,0.043243243243243246,8,0.5492957746478874,0.028169014084507043,2,0.3144359599245378,19.0,25,0.1
r13q05q,acc,675,200,7990,14,0.49777777777777776,0.056296296296296296,38,0.565,0.045,9,0.04342217182918048,2.2857142857142856,25,0.1
r13q05q,gyr,635,254,8007,14,0.49921259842519683,0.04094488188976378,26,0.5866141732283464,0.07874015748031496,20,0.19990950727097417,7.857142857142857,25,0.1
ha3ev43,acc,158,60,8647,14,0.4936708860759494,0.05063291139240506,8,0.5166666666666667,0.06666666666666667,4,0.08197071949450296,2.5714285714285716,25,0.1
ha3ev43,gyr,151,67,8678,14,0.5033112582781457,0.026490066225165563,4,0.31343283582089554,0.014925373134328358,1,0.10801652839143568,4.214285714285714,25,0.1
v90gnf6,acc,652,272,7941,14,0.5015337423312883,0.06901840490797546,45,0.7058823529411765,0.1323529411764706,36,0.4041498156337032,36.92857142857143,25,0.1
v90gnf6,gyr,651,271,7974,14,0.49923195084485406,0.03225806451612903,21,0.45387453874538747,0.014760147601476014,4,0.28696139613968824,6.214285714285714,25,0.1
vk43uke,acc,627,258,7980,14,0.5007974481658692,0.05582137161084529,35,0.0,0.0,0,0.11974137120364785,6.071428571428571,25,0.1
vk43uke,gyr,627,260,8009,14,0.49920255183413076,0.019138755980861243,12,0.3269230769230769,0.007692307692307693,2,0.286331786465661,13.5,25,0.1
3zd4fdk,acc,284,110,9427,14,0.5,0.0880281690140845,25,0.36363636363636365,0.045454545454545456,5,0.013424381815196316,2.0,25,0.2
3zd4fdk,gyr,285,110,9431,14,0.5087719298245614,0.031578947368421054,9,0.4727272727272727,0.02727272727272727,3,0.30753432508561546,21.0,25,0.2
ipuyiii,acc,200,81,9540,14,0.5,0.03,6,0.37037037037037035,0.024691358024691357,2,0.1641742108801711,12.071428571428571,25,0.2
ipuyiii,gyr,200,81,9545,14,0.5,0.03,6,0.5432098765432098,0.07407407407407407,6,0.4161636118369989,32.0,25,0.2
l1doqao,acc,707,298,8816,14,0.49929278642149927,0.04384724186704385,31,0.5302013422818792,0.04697986577181208,14,0.10956668720214544,12.785714285714286,25,0.2
l1doqao,gyr,707,298,8821,14,0.5007072135785007,0.03818953323903819,27,0.4664429530201342,0.026845637583892617,8,0.17667998179909825,11.785714285714286,25,0.2
vo441ru,acc,850,150,8821,14,0.5,0.05764705882352941,49,0.56,0.06,9,0.002797382711440107,2.0,25,0.2
vo441ru,gyr,708,296,8822,14,0.4971751412429379,0.05508474576271186,39,0.44256756756756754,0.0472972972972973,14,0.0,2.0,25,0.2
