OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL
vk43uke,acc,683,268,6706,14,0.040995607613469986,0.0,0.0,0.6044776119402985,0.1828358208955224,49.0,0.24864854363703578,92.57142857142857
vk43uke,gyr,617,265,5095,14,0.33225283630470015,0.01620745542949757,10.0,0.4641509433962264,0.045283018867924525,12.0,0.5564528446940266,94.21428571428571
vk43uke,swp,0,0,0,0,,,,,,,,
vk43uke,tap,1401,599,20396,14,0.5339043540328337,0.02926481084939329,41.0,0.5191986644407346,0.05676126878130217,34.0,0.36691274533051155,21.428571428571427
vk43uke,all,2701,1132,32197,14,0.36319881525360975,0.01888189559422436,51.0,0.5265017667844523,0.08303886925795052,94.0,0.389848933384097,23.071428571428573
36z77qn,acc,223,247,7187,14,0.04484304932735426,0.0,0.0,0.04048582995951417,0.0,0.0,0.23205090571612755,96.85714285714286
36z77qn,gyr,173,67,5737,14,0.30057803468208094,0.005780346820809248,1.0,0.44776119402985076,0.05970149253731343,4.0,0.27132095208471296,17.785714285714285
36z77qn,swp,0,0,0,0,,,,,,,,
36z77qn,tap,454,193,21749,14,0.526431718061674,0.039647577092511016,18.0,0.5854922279792746,0.04145077720207254,8.0,0.23405297732339372,21.5
36z77qn,all,850,507,34673,14,0.35411764705882354,0.021176470588235293,18.0,0.30177514792899407,0.023668639053254437,12.0,0.2537378400507892,18.071428571428573
r13q05q,acc,739,227,6691,14,0.05277401894451962,0.0013531799729364006,1.0,0.00881057268722467,0.0,0.0,0.09539925345955494,24.928571428571427
r13q05q,gyr,640,273,5064,14,0.34375,0.0140625,9.0,0.17216117216117216,0.01098901098901099,3.0,0.15928851931782823,12.071428571428571
r13q05q,swp,0,0,0,0,,,,,,,,
r13q05q,tap,1401,599,20396,14,0.561741613133476,0.022840827980014276,32.0,0.5626043405676127,0.02671118530884808,16.0,0.22601643663750726,6.428571428571429
r13q05q,all,2780,1099,32151,14,0.3762589928057554,0.011151079136690648,31.0,0.35122838944494994,0.012738853503184714,14.0,0.197648592741124,6.642857142857143
sqhkewt,acc,470,86,7101,14,0.04468085106382979,0.0,0.0,0.813953488372093,0.12790697674418605,11.0,0.29371367456367103,41.92857142857143
sqhkewt,gyr,116,49,5812,14,0.3448275862068966,0.0,0.0,0.4489795918367347,0.0,0.0,0.14048257352649285,9.928571428571429
sqhkewt,swp,0,0,0,0,,,,,,,,
sqhkewt,tap,380,162,21854,14,0.5289473684210526,0.018421052631578946,7.0,0.6234567901234568,0.09259259259259259,15.0,0.1914726601356286,10.071428571428571
sqhkewt,all,966,297,34767,14,0.2712215320910973,0.005175983436853002,5.0,0.6498316498316499,0.08080808080808081,24.0,0.22285923747780764,9.142857142857142
ftk8v41,acc,505,216,6936,14,0.053465346534653464,0.0,0.0,0.14351851851851852,0.0,0.0,0.3404940356846879,53.214285714285715
ftk8v41,gyr,505,216,5256,14,0.3287128712871287,0.02178217821782178,11.0,0.49537037037037035,0.027777777777777776,6.0,0.5814334814170411,106.0
ftk8v41,swp,0,0,0,0,,,,,,,,
ftk8v41,tap,1401,599,20396,14,0.510349750178444,0.028551034975017844,40.0,0.4590984974958264,0.008347245409015025,5.0,0.33888619177853857,18.5
ftk8v41,all,2411,1031,32588,14,0.3766072169224388,0.01659062629614268,40.0,0.4005819592628516,0.004849660523763337,5.0,0.35671388458497677,22.857142857142858
hwx9u0h,acc,157,43,7457,14,0.05732484076433121,0.0,0.0,0.16279069767441862,0.0,0.0,0.05130991721647816,2.5714285714285716
hwx9u0h,gyr,157,44,5776,14,0.31210191082802546,0.012738853503184714,2.0,0.5,0.022727272727272728,1.0,0.24119138291722617,13.285714285714286
hwx9u0h,swp,0,0,0,0,,,,,,,,
hwx9u0h,tap,482,205,21709,14,0.524896265560166,0.03941908713692946,19.0,0.5609756097560976,0.06341463414634146,13.0,0.6527881140367169,794.0714285714286
hwx9u0h,all,796,292,34942,14,0.3907035175879397,0.018844221105527637,15.0,0.4931506849315068,0.04452054794520548,13.0,0.46606985505254833,121.07142857142857
n0g0zsv,acc,500,485,6672,14,0.052,0.0,0.0,0.002061855670103093,0.0,0.0,0.032087122022280666,2.0714285714285716
n0g0zsv,gyr,641,257,5079,14,0.31357254290171604,0.014040561622464899,9.0,0.4474708171206226,0.01556420233463035,4.0,0.03462706273648057,4.357142857142857
n0g0zsv,swp,0,0,0,0,,,,,,,,
n0g0zsv,tap,1401,599,20396,14,0.5303354746609564,0.02569593147751606,36.0,0.5409015025041736,0.021702838063439065,13.0,0.2424288196884818,8.428571428571429
n0g0zsv,all,2542,1341,32147,14,0.3815892997639654,0.014948859166011016,38.0,0.32811334824757643,0.01267710663683818,17.0,0.1768438265314059,8.428571428571429
l1doqao,acc,661,3,6993,14,0.0453857791225416,0.0,0.0,0.3333333333333333,0.0,0.0,0.3706960519951848,136.71428571428572
l1doqao,gyr,213,65,5699,14,0.3286384976525822,0.028169014084507043,6.0,0.2923076923076923,0.0,0.0,0.14697396144956026,7.0
l1doqao,swp,0,0,0,0,,,,,,,,
l1doqao,tap,730,311,21355,14,0.5315068493150685,0.036986301369863014,27.0,0.5627009646302251,0.05787781350482315,18.0,0.3188018303659497,14.571428571428571
l1doqao,all,1604,379,34047,14,0.30423940149625933,0.0199501246882793,32.0,0.5145118733509235,0.044854881266490766,17.0,0.32895041413400644,15.714285714285714
r2p4ljs,acc,131,54,7472,14,0.061068702290076333,0.0,0.0,0.18518518518518517,0.0,0.0,0.5056596324336096,129.0
r2p4ljs,gyr,130,54,5793,14,0.33076923076923076,0.0,0.0,0.6111111111111112,0.1111111111111111,6.0,0.2603998235953133,19.857142857142858
r2p4ljs,swp,0,0,0,0,,,,,,,,
r2p4ljs,tap,1401,599,20396,14,0.5317630264097074,0.05353319057815846,75.0,0.5442404006677797,0.041736227045075125,25.0,0.3271162724103505,14.571428571428571
r2p4ljs,all,1662,707,33661,14,0.4789410348977136,0.04271961492178099,71.0,0.521923620933522,0.03536067892503536,25.0,0.33352091711683135,17.428571428571427
0z9xv36,acc,163,64,7430,14,0.06134969325153374,0.0,0.0,0.484375,0.15625,10.0,0.0,2.0
0z9xv36,gyr,163,64,5750,14,0.32515337423312884,0.0,0.0,0.46875,0.046875,3.0,0.00581893010012124,2.0
0z9xv36,swp,0,0,0,0,,,,,,,,
0z9xv36,tap,1401,599,20396,14,0.53604568165596,0.08493932905067808,119.0,0.35058430717863104,0.001669449081803005,1.0,0.40317444617113274,163.64285714285714
0z9xv36,all,1727,727,33576,14,0.4713375796178344,0.06890561667631731,119.0,0.37276478679504815,0.016506189821182942,12.0,0.24902880898901378,23.214285714285715
2cf0s6s,acc,503,181,6973,14,0.04771371769383698,0.0,0.0,1.0,0.4972375690607735,90.0,0.0,2.0
2cf0s6s,gyr,164,59,5754,14,0.3231707317073171,0.006097560975609756,1.0,0.7288135593220338,0.1016949152542373,6.0,0.022995268522582584,2.357142857142857
2cf0s6s,swp,0,0,0,0,,,,,,,,
2cf0s6s,tap,1215,520,20661,14,0.5275720164609053,0.03539094650205761,43.0,0.5673076923076923,0.04807692307692308,25.0,0.45631414947678434,155.14285714285714
2cf0s6s,all,1882,760,33388,14,0.38150903294367694,0.022848034006376194,43.0,0.6828947368421052,0.14078947368421052,107.0,0.2855353237347824,33.0
cp7kjhx,acc,150,61,7446,14,0.06,0.0,0.0,0.01639344262295082,0.0,0.0,0.49927107115273855,131.57142857142858
cp7kjhx,gyr,151,61,5765,14,0.32450331125827814,0.0,0.0,0.32786885245901637,0.0,0.0,0.594982579971414,98.92857142857143
cp7kjhx,swp,0,0,0,0,,,,,,,,
cp7kjhx,tap,1401,599,20396,14,0.5374732334047109,0.037116345467523196,52.0,0.6093489148580968,0.07846410684474124,47.0,0.477872881565012,71.5
cp7kjhx,all,1702,721,33607,14,0.4764982373678026,0.029964747356051705,51.0,0.5353675450762829,0.05825242718446602,42.0,0.4754903320023698,80.21428571428571
b0602fr,acc,354,148,7155,14,0.059322033898305086,0.0,0.0,0.5405405405405406,0.05405405405405406,8.0,0.087700854243229,2.7142857142857144
b0602fr,gyr,355,148,5474,14,0.3464788732394366,0.022535211267605635,8.0,0.6148648648648649,0.11486486486486487,17.0,0.40018130157851645,70.57142857142857
b0602fr,swp,0,0,0,0,,,,,,,,
b0602fr,tap,1401,599,20396,14,0.5324768022840828,0.03568879371877231,50.0,0.4991652754590985,0.015025041736227046,9.0,0.39102572217023285,46.07142857142857
b0602fr,all,2110,895,33025,14,0.4218009478672986,0.024644549763033177,52.0,0.5251396648044693,0.03687150837988827,33.0,0.3147603591928166,18.642857142857142
4su8oxl,acc,160,64,7433,14,0.06875,0.0,0.0,0.484375,0.140625,9.0,0.0,2.0
4su8oxl,gyr,158,62,5757,14,0.34810126582278483,0.0189873417721519,3.0,0.4838709677419355,0.0967741935483871,6.0,0.00429433225364824,2.2857142857142856
4su8oxl,swp,0,0,0,0,,,,,,,,
4su8oxl,tap,646,276,21474,14,0.541795665634675,0.030959752321981424,20.0,0.6702898550724637,0.07246376811594203,20.0,0.26241746455922604,13.357142857142858
4su8oxl,all,964,402,34664,14,0.4315352697095436,0.01970954356846473,19.0,0.6119402985074627,0.09203980099502487,37.0,0.1670150607380961,10.928571428571429
b1qt6gb,acc,83,28,7546,14,0.0963855421686747,0.0,0.0,0.10714285714285714,0.0,0.0,0.015047027377278283,2.5
b1qt6gb,gyr,82,28,5867,14,0.32926829268292684,0.0,0.0,0.35714285714285715,0.0,0.0,0.22844353604546308,20.142857142857142
b1qt6gb,swp,0,0,0,0,,,,,,,,
b1qt6gb,tap,576,246,21574,14,0.5399305555555556,0.027777777777777776,16.0,0.4268292682926829,0.008130081300813009,2.0,0.4802360797741322,83.85714285714286
b1qt6gb,all,741,302,34987,14,0.4669365721997301,0.018893387314439947,14.0,0.39072847682119205,0.006622516556291391,2.0,0.3319810997708174,48.0
