OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Window,Overlap
b0602fr,acc,611,261,9084,14,0.49918166939443537,0.009819967266775777,6,0.4521072796934866,0.0038314176245210726,1,0.2853372510789982,108.64285714285714,25,0.0
b0602fr,gyr,612,263,8837,14,0.5016339869281046,0.004901960784313725,3,0.44866920152091255,0.0,0,0.4880791741567735,218.92857142857142,25,0.0
b0602fr,all,1223,524,17921,14,0.5004088307440719,0.004905968928863451,6,0.45038167938931295,0.0019083969465648854,1,0.38375365108391746,150.64285714285714,25,0.0
r13q05q,acc,582,226,9148,14,0.5017182130584192,0.02577319587628866,15,0.6150442477876106,0.035398230088495575,8,0.01211732220792765,4.428571428571429,25,0.0
r13q05q,gyr,486,197,9029,14,0.5,0.00823045267489712,4,0.6142131979695431,0.005076142131979695,1,0.14452983082861984,13.285714285714286,25,0.0
r13q05q,all,1068,423,18177,14,0.5009363295880149,0.011235955056179775,12,0.6146572104018913,0.016548463356973995,7,0.0776470691779885,7.5,25,0.0
txxrlzc,acc,618,257,9081,14,0.5032362459546925,0.0048543689320388345,3,0.30739299610894943,0.01556420233463035,4,0.07688451609748838,14.285714285714286,25,0.0
txxrlzc,gyr,617,260,8835,14,0.5008103727714749,0.0,0,0.48846153846153845,0.0,0,0.20208218973446193,40.285714285714285,25,0.0
txxrlzc,all,1235,517,17916,14,0.5020242914979757,0.0016194331983805667,2,0.3984526112185687,0.005802707930367505,3,0.13833240987008782,29.285714285714285,25,0.0
lvwfjft,acc,205,83,9668,14,0.5024390243902439,0.004878048780487805,1,0.3253012048192771,0.0,0,0.08417779830452275,11.357142857142858,25,0.0
lvwfjft,gyr,205,82,9425,14,0.5024390243902439,0.0,0,0.45121951219512196,0.0,0,0.3620133407935714,108.14285714285714,25,0.0
lvwfjft,all,410,165,19093,14,0.5024390243902439,0.004878048780487805,2,0.3878787878787879,0.0,0,0.22048021575243545,29.928571428571427,25,0.0
855whqe,acc,161,65,9730,14,0.5031055900621118,0.006211180124223602,1,0.24615384615384617,0.0,0,0.04246493200661733,4.428571428571429,25,0.0
855whqe,gyr,160,66,9486,14,0.5,0.0,0,0.4696969696969697,0.0,0,0.15322104997805042,13.714285714285714,25,0.0
855whqe,all,321,131,19216,14,0.5015576323987538,0.0,0,0.35877862595419846,0.0,0,0.09707526002217771,7.071428571428571,25,0.0
vk43uke,acc,578,238,9140,14,0.5,0.025951557093425604,15,0.09243697478991597,0.0,0,0.03872864836715556,4.857142857142857,25,0.0
vk43uke,gyr,500,194,9018,14,0.5,0.012,6,0.39690721649484534,0.0,0,0.25537513282997343,53.285714285714285,25,0.0
vk43uke,all,1078,432,18158,14,0.5,0.015769944341372914,17,0.22916666666666666,0.0,0,0.14660732057437226,15.357142857142858,25,0.0
ha3ev43,acc,208,82,9666,14,0.4951923076923077,0.0,0,0.4146341463414634,0.0,0,0.15896678250906698,39.0,25,0.0
ha3ev43,gyr,208,82,9422,14,0.4951923076923077,0.0,0,0.4268292682926829,0.0,0,0.3252254792420121,50.785714285714285,25,0.0
ha3ev43,all,416,164,19088,14,0.4951923076923077,0.0,0,0.42073170731707316,0.0,0,0.24220672533020512,44.714285714285715,25,0.0
ap1oez8,acc,162,65,9729,14,0.5061728395061729,0.006172839506172839,1,0.2153846153846154,0.0,0,0.026631174205163286,4.857142857142857,25,0.0
ap1oez8,gyr,163,65,9484,14,0.50920245398773,0.006134969325153374,1,0.5230769230769231,0.0,0,0.27465892975865636,21.428571428571427,25,0.0
ap1oez8,all,325,130,19213,14,0.5076923076923077,0.003076923076923077,1,0.36923076923076925,0.0,0,0.14830972159029798,9.714285714285714,25,0.0
v90gnf6,acc,622,264,9070,14,0.5016077170418006,0.008038585209003215,5,0.48484848484848486,0.011363636363636364,3,0.15244071725771288,33.92857142857143,25,0.0
v90gnf6,gyr,623,263,8826,14,0.49759229534510435,0.004815409309791332,3,0.5019011406844106,0.0,0,0.32362467649086213,73.28571428571429,25,0.0
v90gnf6,all,1245,527,17896,14,0.4995983935742972,0.001606425702811245,2,0.49335863377609107,0.003795066413662239,2,0.23556275288333314,29.142857142857142,25,0.0
0o2grk2,acc,569,241,9146,14,0.4991212653778559,0.005272407732864675,3,0.12033195020746888,0.0,0,0.1050871909865148,23.0,25,0.0
0o2grk2,gyr,563,239,8910,14,0.5044404973357016,0.0,0,0.3891213389121339,0.0,0,0.34266885311810197,67.64285714285714,25,0.0
0o2grk2,all,1132,480,18056,14,0.5017667844522968,0.006183745583038869,7,0.25416666666666665,0.0,0,0.223963324883581,35.0,25,0.0
sxvkh3b,acc,558,230,9168,14,0.503584229390681,0.005376344086021506,3,0.12608695652173912,0.004347826086956522,1,0.14797485066283214,12.857142857142858,25,0.0
sxvkh3b,gyr,557,229,8926,14,0.4991023339317774,0.005385996409335727,3,0.25327510917030566,0.0,0,0.33572520613616114,70.35714285714286,25,0.0
sxvkh3b,all,1115,459,18094,14,0.5013452914798207,0.006278026905829596,7,0.1895424836601307,0.0,0,0.2398855620915048,47.57142857142857,25,0.0
z8taipm,acc,610,262,9084,14,0.5016393442622951,0.001639344262295082,1,0.4961832061068702,0.003816793893129771,1,0.0950145699599491,6.642857142857143,25,0.0
z8taipm,gyr,618,255,8839,14,0.5016181229773463,0.008090614886731391,5,0.4980392156862745,0.00392156862745098,1,0.32703792118061875,54.785714285714285,25,0.0
z8taipm,all,1228,517,17923,14,0.501628664495114,0.003257328990228013,4,0.49709864603481624,0.0019342359767891683,1,0.20981708123847212,22.357142857142858,25,0.0
yqhebyt,acc,592,227,9137,14,0.5,0.013513513513513514,8,0.23348017621145375,0.004405286343612335,1,0.008998593310367994,4.0,25,0.0
yqhebyt,gyr,581,243,8888,14,0.4974182444061962,0.0017211703958691911,1,0.5720164609053497,0.01646090534979424,4,0.07647253007918199,5.785714285714286,25,0.0
yqhebyt,all,1173,470,18025,14,0.49872122762148335,0.0068201193520886615,8,0.4085106382978723,0.006382978723404255,3,0.04152700314927303,5.5,25,0.0
3zd4fdk,acc,616,263,9077,14,0.5,0.00974025974025974,6,0.4296577946768061,0.0038022813688212928,1,0.006863618491988318,4.0,25,0.0
3zd4fdk,gyr,616,263,8833,14,0.5032467532467533,0.006493506493506494,4,0.46387832699619774,0.0,0,0.2817406685012241,21.571428571428573,25,0.0
3zd4fdk,all,1232,526,17910,14,0.5016233766233766,0.008116883116883116,10,0.4467680608365019,0.0019011406844106464,1,0.1420247759906781,14.071428571428571,25,0.0
z8c5rtb,acc,353,147,9456,14,0.5042492917847026,0.0056657223796034,2,0.46938775510204084,0.0,0,0.36002293091489973,197.92857142857142,25,0.0
z8c5rtb,gyr,353,149,9210,14,0.5042492917847026,0.0,0,0.5436241610738255,0.013422818791946308,2,0.3687706698189777,101.28571428571429,25,0.0
z8c5rtb,all,706,296,18666,14,0.5042492917847026,0.00424929178470255,3,0.5067567567567568,0.0,0,0.3628057419775646,111.71428571428571,25,0.0
b0602fr,acc,652,269,9593,14,0.5015337423312883,0.006134969325153374,4,0.4758364312267658,0.0037174721189591076,1,0.2797190068647884,154.64285714285714,25,0.1
b0602fr,gyr,649,270,9303,14,0.49922958397534667,0.0030816640986132513,2,0.4962962962962963,0.014814814814814815,4,0.4973507535857949,174.28571428571428,25,0.1
b0602fr,all,1301,539,18896,14,0.5003843197540354,0.0030745580322828594,4,0.48608534322820035,0.00927643784786642,5,0.3852371632933117,123.5,25,0.1
r13q05q,acc,630,245,9639,14,0.4984126984126984,0.014285714285714285,9,0.6326530612244898,0.053061224489795916,13,0.012737867382827226,4.428571428571429,25,0.1
r13q05q,gyr,519,210,9493,14,0.5009633911368016,0.009633911368015413,5,0.6047619047619047,0.009523809523809525,2,0.13186710614213548,10.928571428571429,25,0.1
r13q05q,all,1149,455,19132,14,0.4995648389904265,0.005221932114882507,6,0.6197802197802198,0.02857142857142857,13,0.07149130338410237,7.5,25,0.1
txxrlzc,acc,641,266,9607,14,0.500780031201248,0.0015600624024961,1,0.31203007518796994,0.007518796992481203,2,0.07516877157549133,15.785714285714286,25,0.1
txxrlzc,gyr,637,273,9312,14,0.5007849293563579,0.0015698587127158557,1,0.5201465201465202,0.0,0,0.20800037130203683,36.214285714285715,25,0.1
txxrlzc,all,1278,539,18919,14,0.5007824726134585,0.005477308294209703,7,0.4174397031539889,0.0018552875695732839,1,0.14031639540535928,21.142857142857142,25,0.1
lvwfjft,acc,215,86,10213,14,0.49767441860465117,0.004651162790697674,1,0.32558139534883723,0.0,0,0.08755930774537808,11.714285714285714,25,0.1
lvwfjft,gyr,213,86,9923,14,0.49765258215962443,0.0,0,0.5116279069767442,0.0,0,0.3709606444402263,83.92857142857143,25,0.1
lvwfjft,all,428,172,20136,14,0.4976635514018692,0.004672897196261682,2,0.4186046511627907,0.0,0,0.22631689837419858,24.5,25,0.1
855whqe,acc,169,68,10277,14,0.4970414201183432,0.005917159763313609,1,0.23529411764705882,0.0,0,0.047430647283304685,5.142857142857143,25,0.1
855whqe,gyr,169,68,9985,14,0.4970414201183432,0.0,0,0.35294117647058826,0.0,0,0.11466750326729953,7.714285714285714,25,0.1
855whqe,all,338,136,20262,14,0.4970414201183432,0.0029585798816568047,1,0.29411764705882354,0.0,0,0.08053192906127418,6.214285714285714,25,0.1
vk43uke,acc,627,252,9635,14,0.49920255183413076,0.02711323763955343,17,0.10714285714285714,0.0,0,0.033902460148041685,4.785714285714286,25,0.1
vk43uke,gyr,538,206,9478,14,0.5,0.016728624535315983,9,0.3640776699029126,0.0,0,0.2203487104262661,28.785714285714285,25,0.1
vk43uke,all,1165,458,19113,14,0.4995708154506438,0.018025751072961373,21,0.22270742358078602,0.0,0,0.12653409121252138,14.285714285714286,25,0.1
ha3ev43,acc,221,91,10202,14,0.49321266968325794,0.00904977375565611,2,0.3956043956043956,0.0,0,0.1651199721654291,24.571428571428573,25,0.1
ha3ev43,gyr,222,91,9909,14,0.5045045045045045,0.0045045045045045045,1,0.4835164835164835,0.0,0,0.3346423952406995,62.642857142857146,25,0.1
ha3ev43,all,443,182,20111,14,0.49887133182844245,0.004514672686230248,2,0.43956043956043955,0.0,0,0.2501364965360972,46.07142857142857,25,0.1
ap1oez8,acc,168,70,10276,14,0.49404761904761907,0.005952380952380952,1,0.2,0.0,0,0.027425419473814033,4.642857142857143,25,0.1
ap1oez8,gyr,169,69,9984,14,0.4970414201183432,0.0,0,0.5362318840579711,0.0,0,0.2615538019338815,21.285714285714285,25,0.1
ap1oez8,all,337,139,20260,14,0.49554896142433236,0.0,0,0.3669064748201439,0.0,0,0.14210421555761357,8.571428571428571,25,0.1
v90gnf6,acc,653,275,9586,14,0.4992343032159265,0.009188361408882083,6,0.49818181818181817,0.02181818181818182,6,0.16110964964451566,37.214285714285715,25,0.1
v90gnf6,gyr,654,274,9294,14,0.4984709480122324,0.0030581039755351682,2,0.4854014598540146,0.0,0,0.32244915446774297,59.642857142857146,25,0.1
v90gnf6,all,1307,549,18880,14,0.49885233358837033,0.00612088752869166,8,0.4918032786885246,0.0018214936247723133,1,0.23912651277676153,24.142857142857142,25,0.1
0o2grk2,acc,606,257,9651,14,0.49834983498349833,0.0033003300330033004,2,0.14007782101167315,0.0,0,0.11096969082728025,14.642857142857142,25,0.1
0o2grk2,gyr,600,254,9368,14,0.5033333333333333,0.0033333333333333335,2,0.4015748031496063,0.0,0,0.34971950004404345,95.71428571428571,25,0.1
0o2grk2,all,1206,511,19019,14,0.5008291873963516,0.006633499170812604,8,0.2700587084148728,0.0,0,0.23046410614402893,31.5,25,0.1
sxvkh3b,acc,583,242,9689,14,0.4974271012006861,0.005145797598627788,3,0.11983471074380166,0.0,0,0.17667050983396596,22.857142857142858,25,0.1
sxvkh3b,gyr,582,241,9399,14,0.5,0.003436426116838488,2,0.27800829875518673,0.0,0,0.35132851175389385,59.785714285714285,25,0.1
sxvkh3b,all,1165,483,19088,14,0.49871244635193135,0.005150214592274678,6,0.19875776397515527,0.0,0,0.2617888043310485,101.85714285714286,25,0.1
z8taipm,acc,638,274,9602,14,0.5,0.0,0,0.5182481751824818,0.0,0,0.10661487022980605,7.142857142857143,25,0.1
z8taipm,gyr,647,267,9308,14,0.500772797527048,0.0030911901081916537,2,0.5205992509363296,0.011235955056179775,3,0.34802877754842304,67.0,25,0.1
z8taipm,all,1285,541,18910,14,0.5003891050583658,0.0038910505836575876,5,0.5194085027726433,0.0018484288354898336,1,0.22603336003015526,31.0,25,0.1
yqhebyt,acc,638,245,9631,14,0.5,0.009404388714733543,6,0.21224489795918366,0.0,0,0.008067626581989154,4.0,25,0.1
yqhebyt,gyr,627,256,9339,14,0.5007974481658692,0.006379585326953748,4,0.59375,0.015625,4,0.075389088665865,6.285714285714286,25,0.1
yqhebyt,all,1265,501,18970,14,0.500395256916996,0.003952569169960474,5,0.40718562874251496,0.003992015968063872,2,0.04043204419428341,5.5,25,0.1
3zd4fdk,acc,634,269,9611,14,0.5,0.014195583596214511,9,0.39776951672862454,0.0,0,0.005867591268458829,4.0,25,0.1
3zd4fdk,gyr,633,269,9320,14,0.49921011058451814,0.00631911532385466,4,0.5278810408921933,0.007434944237918215,2,0.3110022921805862,44.142857142857146,25,0.1
3zd4fdk,all,1267,538,18931,14,0.4996053670086819,0.003946329913180742,5,0.4628252788104089,0.0018587360594795538,1,0.15563991283299608,13.642857142857142,25,0.1
z8c5rtb,acc,372,158,9984,14,0.5,0.005376344086021506,2,0.5063291139240507,0.0,0,0.3577815299140778,195.78571428571428,25,0.1
