OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Nu,Gamma
z8taipm,acc,206,80,7676,14,0.009708737864077669,0.0,0.0,0.125,0.0,0.0,0.6100677283219874,144.85714285714286,0.01,0.001
z8taipm,gyr,207,80,7504,14,0.028985507246376805,0.0,0.0,0.1625,0.0,0.0,0.8753400163205383,282.64285714285717,0.01,0.01
z8taipm,swp,217,91,11562,14,0.018433179723502304,0.0,0.0,0.06593406593406594,0.0,0.0,0.9020802654705364,747.8571428571429,0.01,0.01
z8taipm,tap,0,0,0,0,,,,,,,,,0.24,0.01
ipuyiii,acc,149,61,7752,14,0.006711409395973154,0.0,0.0,0.16393442622950818,0.016393442622950817,1.0,0.41551065798956544,37.642857142857146,0.01,0.001
ipuyiii,gyr,149,61,7581,14,0.04697986577181208,0.0,0.0,0.14754098360655735,0.0,0.0,0.7534080617965969,101.71428571428572,0.01,0.01
ipuyiii,swp,265,112,11493,14,0.01509433962264151,0.0,0.0,0.03571428571428571,0.0,0.0,0.4484063254188749,221.78571428571428,0.01,0.01
ipuyiii,tap,0,0,0,0,,,,,,,,,0.24,0.01
7stgp0r,acc,315,129,7518,14,0.012698412698412698,0.0,0.0,0.031007751937984492,0.0,0.0,0.6489605430779151,159.0,0.01,0.001
7stgp0r,gyr,318,130,7343,14,0.02830188679245283,0.0,0.0,0.015384615384615384,0.0,0.0,0.8635857626294611,314.42857142857144,0.01,0.01
7stgp0r,swp,361,153,11356,14,0.013850415512465374,0.0,0.0,0.13071895424836602,0.0,0.0,0.6787642863557917,322.64285714285717,0.01,0.01
7stgp0r,tap,0,0,0,0,,,,,,,,,0.24,0.01
vo441ru,acc,835,148,6979,14,0.010778443113772455,0.0,0.0,0.0,0.0,0.0,0.006771619800987385,2.0,0.01,0.001
vo441ru,gyr,631,260,6900,14,0.01584786053882726,0.0,0.0,0.03461538461538462,0.0,0.0,0.018158578017607202,2.0,0.01,0.01
vo441ru,swp,310,131,11429,14,0.00967741935483871,0.0,0.0,0.1984732824427481,0.015267175572519085,2.0,0.0780989579712692,8.928571428571429,0.01,0.01
vo441ru,tap,0,0,0,0,,,,,,,,,0.24,0.01
ap1oez8,acc,145,55,7762,14,0.04137931034482759,0.0,0.0,0.4909090909090909,0.10909090909090907,6.0,0.1271604360155763,3.7142857142857135,0.01,0.001
ap1oez8,gyr,144,56,7591,14,0.04166666666666666,0.0,0.0,0.07142857142857142,0.0,0.0,0.6875279463713907,110.07142857142857,0.01,0.01
ap1oez8,swp,253,107,11510,14,0.015810276679841896,0.0,0.0,0.1308411214953271,0.0,0.0,0.3365033878551471,44.57142857142857,0.01,0.01
ap1oez8,tap,0,0,0,0,,,,,,,,,0.24,0.01
v90gnf6,acc,522,215,7225,14,0.017241379310344827,0.0,0.0,0.04186046511627907,0.0,0.0,0.6338199200074718,216.42857142857144,0.01,0.001
v90gnf6,gyr,516,221,7054,14,0.015503875968992246,0.0,0.0,0.027149321266968326,0.0,0.0,0.8944417888320775,203.7142857142857,0.01,0.01
v90gnf6,swp,1401,599,9870,14,0.012134189864382585,0.0,0.0,0.02671118530884808,0.0,0.0,0.4758348691408388,76.85714285714286,0.01,0.01
v90gnf6,tap,0,0,0,0,,,,,,,,,0.24,0.01
b0602fr,acc,522,223,7217,14,0.011494252873563218,0.0,0.0,0.004484304932735426,0.0,0.0,0.5231345756939072,125.57142857142857,0.01,0.001
b0602fr,gyr,523,220,7048,14,0.017208413001912046,0.0,0.0,0.00909090909090909,0.0,0.0,0.949341475467442,344.0,0.01,0.01
b0602fr,swp,1401,599,9870,14,0.012134189864382585,0.0,0.0,0.01001669449081803,0.0,0.0,0.8602633987944069,431.8571428571428,0.01,0.01
b0602fr,tap,0,0,0,0,,,,,,,,,0.24,0.01
855whqe,acc,88,37,7837,14,0.05681818181818181,0.0,0.0,0.054054054054054064,0.0,0.0,0.4409112015942237,38.0,0.01,0.001
855whqe,gyr,88,37,7666,14,0.045454545454545456,0.0,0.0,0.13513513513513514,0.0,0.0,0.8122858449866744,150.35714285714286,0.01,0.01
855whqe,swp,254,108,11508,14,0.011811023622047244,0.0,0.0,0.037037037037037035,0.0,0.0,0.44227552943235776,83.21428571428571,0.01,0.01
855whqe,tap,0,0,0,0,,,,,,,,,0.24,0.01
ha3ev43,acc,115,49,7798,14,0.026086956521739132,0.0,0.0,0.3877551020408163,0.040816326530612235,2.0,0.16847765946094007,10.5,0.01,0.001
ha3ev43,gyr,115,48,7628,14,0.052173913043478265,0.0,0.0,0.16666666666666666,0.0,0.0,0.5428279842869851,37.285714285714285,0.01,0.01
ha3ev43,swp,260,110,11500,14,0.019230769230769232,0.0,0.0,0.08181818181818183,0.0,0.0,0.5737488401536417,121.42857142857143,0.01,0.01
ha3ev43,tap,0,0,0,0,,,,,,,,,0.24,0.01
l1doqao,acc,632,262,7068,14,0.014240506329113925,0.0,0.0,0.05725190839694656,0.0,0.0,0.06930042944285954,9.0,0.01,0.001
l1doqao,gyr,632,262,6897,14,0.0189873417721519,0.0,0.0,0.04198473282442748,0.0,0.0,0.7581372231094908,103.64285714285714,0.01,0.01
l1doqao,swp,742,317,10811,14,0.012129380053908356,0.0,0.0,0.012618296529968454,0.0,0.0,0.8748421730603543,652.0,0.01,0.01
l1doqao,tap,0,0,0,0,,,,,,,,,0.24,0.01
vk43uke,acc,644,273,7045,14,0.010869565217391304,0.0,0.0,0.5238095238095238,0.15018315018315018,41.0,0.1231696202605706,45.64285714285714,0.01,0.001
