OriginalUser,Module,NumOfTrnData,NumOfTstData,NumOfAttData,NumOfAtt,FRR_trn,FRRConf_trn,NumOfUnlocks_trn,FRR_tst,FRRConf_tst,NumOfUnlocks_tst,FAR,NumOfAcceptTL,Nu,Gamma
b1qt6gb,acc,83,28,7546,14,0.04819277108433735,0.0,0.0,0.0,0.0,0.0,0.09705790246424592,2.0,0.01,0.001
b1qt6gb,gyr,82,28,5867,14,0.07317073170731707,0.0,0.0,0.03571428571428571,0.0,0.0,0.6253032426863994,80.21428571428571,0.01,0.01
b1qt6gb,swp,0,0,0,0,,,,,,,,,0.01,0.01
b1qt6gb,tap,576,246,21574,14,0.2326388888888889,0.001736111111111111,1.0,0.16666666666666666,0.0,0.0,0.7310646090795535,459.21428571428567,0.24,0.01
n0g0zsv,acc,500,485,6672,14,0.012,0.0,0.0,0.0,0.0,0.0,0.11066338846153707,2.571428571428572,0.01,0.001
n0g0zsv,gyr,641,257,5079,14,0.0124804992199688,0.0,0.0,0.04669260700389105,0.0,0.0,0.4284997698505218,23.92857142857143,0.01,0.01
n0g0zsv,swp,0,0,0,0,,,,,,,,,0.01,0.01
n0g0zsv,tap,1401,599,20396,14,0.2569593147751606,0.0007137758743754461,1.0,0.2654424040066778,0.001669449081803005,1.0,0.4093700243224188,104.5,0.24,0.01
hwx9u0h,acc,157,43,7457,14,0.025477707006369428,0.0,0.0,0.02325581395348837,0.0,0.0,0.08770618618481305,7.857142857142858,0.01,0.001
hwx9u0h,gyr,157,44,5776,14,0.025477707006369428,0.0,0.0,0.13636363636363635,0.0,0.0,0.5913292269050994,106.35714285714286,0.01,0.01
hwx9u0h,swp,0,0,0,0,,,,,,,,,0.01,0.01
hwx9u0h,tap,482,205,21709,14,0.24273858921161826,0.004149377593360996,2.0,0.32195121951219513,0.03902439024390244,8.0,0.8623619255006882,1216.7857142857142,0.24,0.01
0z9xv36,acc,163,64,7430,14,0.012269938650306749,0.0,0.0,0.46875,0.15625,10.0,0.0,2.0,0.01,0.001
0z9xv36,gyr,163,64,5750,14,0.024539877300613498,0.0,0.0,0.203125,0.0,0.0,0.009887578350957394,2.0,0.01,0.01
0z9xv36,swp,0,0,0,0,,,,,,,,,0.01,0.01
0z9xv36,tap,1401,599,20396,14,0.238401142041399,0.02640970735189151,37.0,0.028380634390651086,0.0,0.0,0.8545580539973733,1301.0,0.24,0.01
ftk8v41,acc,505,216,6936,14,0.01188118811881188,0.0,0.0,0.009259259259259259,0.0,0.0,0.7344932019493714,190.64285714285717,0.01,0.001
ftk8v41,gyr,505,216,5256,14,0.015841584158415842,0.0,0.0,0.04629629629629629,0.0,0.0,0.9435365451946408,334.07142857142856,0.01,0.01
ftk8v41,swp,0,0,0,0,,,,,,,,,0.01,0.01
ftk8v41,tap,1401,599,20396,14,0.2262669521770164,0.0007137758743754461,1.0,0.2086811352253756,0.0,0.0,0.6375406670763132,268.2857142857143,0.24,0.01
sqhkewt,acc,470,86,7101,14,0.01276595744680851,0.0,0.0,0.2441860465116279,0.02325581395348837,2.0,0.384970042620947,109.85714285714286,0.01,0.001
sqhkewt,gyr,116,49,5812,14,0.05172413793103448,0.0,0.0,0.16326530612244894,0.0,0.0,0.4862825922562194,62.28571428571429,0.01,0.01
sqhkewt,swp,0,0,0,0,,,,,,,,,0.01,0.01
sqhkewt,tap,380,162,21854,14,0.2368421052631579,0.0,0.0,0.30246913580246915,0.006172839506172839,1.0,0.3691251668656494,117.42857142857143,0.24,0.01
4su8oxl,acc,160,64,7433,14,0.0375,0.0,0.0,0.4375,0.140625,9.0,0.0005691519635742745,2.0,0.01,0.001
4su8oxl,gyr,158,62,5757,14,0.0569620253164557,0.0,0.0,0.3225806451612903,0.08064516129032258,5.0,0.04662623457433092,4.5,0.01,0.01
4su8oxl,swp,0,0,0,0,,,,,,,,,0.01,0.01
4su8oxl,tap,646,276,21474,14,0.2476780185758514,0.0015479876160990713,1.0,0.3985507246376812,0.014492753623188406,4.0,0.5610065698892311,438.5,0.24,0.01
b0602fr,acc,354,148,7155,14,0.00847457627118644,0.0,0.0,0.19594594594594594,0.027027027027027032,4.0,0.3409084924004063,34.07142857142857,0.01,0.001
b0602fr,gyr,355,148,5474,14,0.01971830985915493,0.0,0.0,0.13513513513513514,0.0,0.0,0.8675877966279291,222.14285714285717,0.01,0.01
b0602fr,swp,0,0,0,0,,,,,,,,,0.01,0.01
b0602fr,tap,1401,599,20396,14,0.2498215560314061,0.0007137758743754461,1.0,0.2370617696160267,0.0,0.0,0.6274648714653751,651.2142857142858,0.24,0.01
r2p4ljs,acc,131,54,7472,14,0.022900763358778626,0.0,0.0,0.07407407407407407,0.0,0.0,0.8778406187782928,363.71428571428567,0.01,0.001
r2p4ljs,gyr,130,54,5793,14,0.038461538461538464,0.0,0.0,0.2222222222222222,0.018518518518518517,1.0,0.6267782589119052,138.42857142857142,0.01,0.01
r2p4ljs,swp,0,0,0,0,,,,,,,,,0.01,0.01
r2p4ljs,tap,1401,599,20396,14,0.23197715917202,0.0028551034975017845,4.0,0.22036727879799667,0.001669449081803005,1.0,0.5870781038630055,448.57142857142856,0.24,0.01
36z77qn,acc,223,247,7187,14,0.01345291479820628,0.0,0.0,0.016194331983805668,0.0,0.0,0.2885745947047688,95.5,0.01,0.001
36z77qn,gyr,173,67,5737,14,0.03468208092485549,0.0,0.0,0.14925373134328354,0.0,0.0,0.6553069212298283,113.0,0.01,0.01
36z77qn,swp,0,0,0,0,,,,,,,,,0.01,0.01
36z77qn,tap,454,193,21749,14,0.2422907488986784,0.0,0.0,0.2590673575129533,0.0051813471502590676,1.0,0.3189046543594597,90.35714285714286,0.24,0.01
l1doqao,acc,661,3,6993,14,0.01059001512859304,0.0,0.0,0.3333333333333333,0.0,0.0,0.6027505360136148,99.71428571428572,0.01,0.001
l1doqao,gyr,213,65,5699,14,0.028169014084507043,0.0,0.0,0.061538461538461535,0.0,0.0,0.6109449236516263,66.28571428571429,0.01,0.01
l1doqao,swp,0,0,0,0,,,,,,,,,0.01,0.01
l1doqao,tap,730,311,21355,14,0.2410958904109589,0.0027397260273972607,2.0,0.2411575562700965,0.003215434083601286,1.0,0.7578284037554589,654.7142857142858,0.24,0.01
vk43uke,acc,683,268,6706,14,0.011713030746705709,0.0,0.0,0.4328358208955224,0.15298507462686567,41.0,0.29137328496173964,93.07142857142857,0.01,0.001
vk43uke,gyr,617,265,5095,14,0.011345218800648298,0.0,0.0,0.026415094339622643,0.0,0.0,0.9553331878382604,358.71428571428567,0.01,0.01
vk43uke,swp,0,0,0,0,,,,,,,,,0.01,0.01
vk43uke,tap,1401,599,20396,14,0.2334047109207709,0.0014275517487508922,2.0,0.3989983305509182,0.01001669449081803,6.0,0.6477548474027511,268.7142857142857,0.24,0.01
cp7kjhx,acc,150,61,7446,14,0.02,0.0,0.0,0.0,0.0,0.0,0.7970588354204757,239.57142857142856,0.01,0.001
cp7kjhx,gyr,151,61,5765,14,0.046357615894039736,0.0,0.0,0.016393442622950817,0.0,0.0,0.8857842239206076,251.2142857142857,0.01,0.01
cp7kjhx,swp,0,0,0,0,,,,,,,,,0.01,0.01
cp7kjhx,tap,1401,599,20396,14,0.2355460385438972,0.002141327623126339,3.0,0.3939899833055092,0.011686143572621035,7.0,0.7678777909225776,537.1428571428571,0.24,0.01
r13q05q,acc,739,227,6691,14,0.010825439783491205,0.0,0.0,0.004405286343612335,0.0,0.0,0.3407512990215911,99.85714285714286,0.01,0.001
r13q05q,gyr,640,273,5064,14,0.01875,0.0,0.0,0.02197802197802198,0.0,0.0,0.7276972839001287,160.21428571428572,0.01,0.01
r13q05q,swp,0,0,0,0,,,,,,,,,0.01,0.01
r13q05q,tap,1401,599,20396,14,0.22127052105638828,0.004282655246252678,6.0,0.25041736227045075,0.001669449081803005,1.0,0.7236510182746452,586.5,0.24,0.01
2cf0s6s,acc,503,181,6973,14,0.007952286282306162,0.0,0.0,1.0,0.4972375690607735,90.0,0.0,2.0,0.01,0.001
